AP_MAC;AP_name;AP_address;AP_location
"	a08c-f8d2-32e0";"	TGL-9016-0756-CCC-AP32e0";"	100.124.20.198";г.Нижний Тагил, ул. Ломоносова, 49
"	bc62-0e2f-8a00";"	MSK-CG-AP.8a00";"	100.127.0.50";
"	8866-3903-e420";"	SRB-VSP-9040-1641-AP.e420";"	100.66.0.10";
"	8866-3903-e480";"	SRB-VSP-9040-1641-AP.e480";"	100.66.0.4";
"	8866-3903-e7c0";"	SRB-VSP-9040-1641-AP.e7c0";"	100.66.0.5";
"	8866-3903-e760";"	SRB-VSP-9040-1641-AP.e760";"	100.66.0.6";
"	8866-3903-df00";"	SRB-VSP-9040-1641-AP.df00";"	100.66.0.7";
"	8866-3903-e660";"	SRB-VSP-9040-1641-AP.e660";"	100.66.0.8";
"	8866-3903-e540";"	SRB-VSP-9040-1641-AP.e540";"	100.66.0.9";
"	446a-2e18-e380";"	TLT-TRA-CKR-AP.e380";"	100.70.12.131";г. Тольяти, ул. Транспортная 26
"	446a-2e18-e400";"	TLT-TRA-CKR-AP.e400";"	100.70.12.147";г. Тольяти, ул. Транспортная 27
"	446a-2e18-e360";"	TLT-TRA-CKR-AP.e360";"	100.70.12.148";г. Тольяти, ул. Транспортная 28
"	446a-2e18-e300";"	TLT-TRA-CKR-AP.e300";"	100.70.12.163";г. Тольяти, ул. Транспортная 29
"	446a-2e18-b9e0";"	TLT-TRA-CKR-AP.b9e0";"	100.70.12.164";г. Тольяти, ул. Транспортная 30
"	446a-2e18-dfc0";"	TLT-TRA-CKR-AP.dfc0";"	100.70.12.66";г. Тольяти, ул. Транспортная 31
"	446a-2e18-b740";"	TLT-TRA-CKR-AP.b740";"	100.70.12.67";г. Тольяти, ул. Транспортная 32
"	446a-2e18-baa0";"	TLT-TRA-CKR-AP.baa0";"	100.70.12.98";г. Тольяти, ул. Транспортная 33
"	8866-3903-ce40";"	NCH-8610-0169-CCC-AP02";"	100.97.125.2";г.Набережные Челны ул. Р. Беляева, 18
"	a08c-f8d2-2d80";"	KAZ-8610-0034-CCC-AP02";"	100.97.125.20";г.Казань ул. Петербургская, 28
"	a08c-f8d2-27e0";"	KAZ-8610-0034-CCC-AP03";"	100.97.125.21";г.Казань ул. Петербургская, 28
"	a08c-f8d2-2da0";"	KAZ-8610-0034-CCC-AP01";"	100.97.125.22";г.Казань ул. Петербургская, 28
"	8866-3903-ce20";"	NCH-8610-0169-CCC-AP04";"	100.97.125.3";г.Набережные Челны ул. Р. Беляева, 18
"	8866-3903-cb40";"	NCH-8610-0169-CCC-AP03";"	100.97.125.4";г.Набережные Челны ул. Р. Беляева, 18
"	8866-3903-ce00";"	NCH-8610-0169-CCC-AP01";"	100.97.125.5";г.Набережные Челны ул. Р. Беляева, 18
"	a08c-f8d2-3180";"	CHE-8613-0048-CCC-AP01";"	100.97.142.18";г.Чебоксары пр. Московский, 3
"	8866-3903-cb80";"	DZE-9042-0201-CCC-AP.cb80";"	100.97.147.20";г.Дзержинск ул. Бутлерова, 3
"	8866-3903-cae0";"	DZE-9042-0201-CCC-AP.cae0";"	100.97.147.21";г.Дзержинск ул. Бутлерова, 3
"	8866-3903-cd20";"	DZE-9042-0201-CCC-AP.cd20";"	100.97.147.22";г.Дзержинск ул. Бутлерова, 3
"	8866-3903-cc80";"	DZE-9042-0201-CCC-AP.cc80";"	100.97.147.23";г.Дзержинск ул. Бутлерова, 3
"	8866-3903-cbe0";"	DZE-9042-0201-CCC-AP.cbe0";"	100.97.147.25";г.Дзержинск ул. Бутлерова, 3
"	8866-3903-e6e0";"	NN-9042-0003-CCC-AP.e6e0";"	100.97.147.36";г.Нижний Новгород ул. Гордеевская, 8
"	8866-3903-e700";"	NN-9042-0003-CCC-AP.e700";"	100.97.147.37";г.Нижний Новгород ул. Гордеевская, 8
"	8866-3903-e640";"	NN-9042-0003-CCC-AP.e640";"	100.97.147.38";г.Нижний Новгород ул. Гордеевская, 8
"	8866-3903-e740";"	NN-9042-0003-CCC-AP.e740";"	100.97.147.39";г.Нижний Новгород ул. Гордеевская, 8
"	8866-3903-e6a0";"	NN-9042-0003-CCC-AP.e6a0";"	100.97.147.40";г.Нижний Новгород ул. Гордеевская, 8
"	8866-3903-e520";"	NN-9042-0003-CCC-AP.e520";"	100.97.147.42";г.Нижний Новгород ул. Гордеевская, 8
"	a08c-f8d2-2f40";"	VLA-8611-0260-CCC-AP05";"	100.97.53.50";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2f20";"	VLA-8611-0260-CCC-AP04";"	100.97.53.51";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2e60";"	VLA-8611-0260-CCC-AP01";"	100.97.53.52";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2ba0";"	VLA-8611-0260-CCC-AP03";"	100.97.53.53";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2ee0";"	VLA-8611-0260-CCC-AP06";"	100.97.53.54";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2ec0";"	VLA-8611-0260-CCC-AP02";"	100.97.53.55";г.Владимир пр. Ленина, 36
"	a08c-f8d2-2d20";"	KIR-8612-0173-CCC-AP02";"	100.97.78.1";г.Киров ул. Дерендяева, 25
"	a08c-f8d2-2e00";"	KIR-8612-0173-CCC-AP01";"	100.97.78.2";г.Киров ул. Дерендяева, 25
"	a08c-f8d2-2960";"	YOH-8614-00065-CCC-AP.2960";"	100.97.95.226";г.Йошкар-Ола ул. К. Маркса, 109б
"	a08c-f8d2-29c0";"	YOH-8614-00065-CCC-AP.29c0";"	100.97.95.227";г.Йошкар-Ола ул. К. Маркса, 109б
"	8866-3903-c680";"	ABK-8602-0112-CCC-APC680";"	100.98.32.20";Республика Хакасия, г.Абакан, ул. Пушкина, 165
"	8866-3903-c9c0";"	ABK-8602-0112-CCC-APC9C0";"	100.98.32.21";Республика Хакасия, г.Абакан, ул. Пушкина, 165
"	8866-3903-c940";"	ABK-8602-0112-CCC-APC940";"	100.98.32.22";Республика Хакасия, г.Абакан, ул. Пушкина, 165
"	8866-3903-c9e0";"	KZL-8591-0036-CCC-APC9E0";"	100.98.32.5";Республика Тыва, г.Кызыл, ул. Кочетова, 34А
"	8866-3903-c980";"	KZL-8591-0036-CCC-APC980";"	100.98.32.6";Республика Тыва, г.Кызыл, ул. Кочетова, 34А
"	8866-3903-ca00";"	KZL-8591-0036-CCC-APCA00";"	100.98.32.7";Республика Тыва, г.Кызыл, ул. Кочетова, 34А
"	a08c-f8d2-3020";"	PTR-8556-0128-CCC-AP.3020";"	100.99.225.196";г. Петропавловск-Камчатский, ул. Набережная, 30.
"	04b0-e74a-0240";"	621-e74a-0240";"	172.29.109.10";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0060";"	SPB-SBT-KFA-008-AP..0060";"	172.29.109.11";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0100";"	SPB-SBT-KFA-008-AP..0100";"	172.29.109.12";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0680";"	SPB-SBT-KFA-008-AP..0680";"	172.29.109.13";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-05a0";"	SPB-SBT-KFA-008-AP..05a0";"	172.29.109.135";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-d6e0";"	SPB-SBT-KFA-008-AP..d6e0";"	172.29.109.136";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-d740";"	SPB-SBT-KFA-008-AP..d740";"	172.29.109.137";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0540";"	SPB-SBT-KFA-008-AP..0540";"	172.29.109.138";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-00c0";"	SPB-SBT-KFA-008-AP..00c0";"	172.29.109.139";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-d540";"	SPB-SBT-KFA-008-AP..d540";"	172.29.109.140";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0500";"	SPB-SBT-KFA-008-AP..0500";"	172.29.109.141";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0080";"	SPB-SBT-KFA-008-AP..0080";"	172.29.109.143";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-d780";"	SPB-SBT-KFA-008-AP..d780";"	172.29.109.144";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0120";"	SPB-SBT-KFA-008-AP..0120";"	172.29.109.145";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0140";"	SPB-SBT-KFA-008-AP..0140";"	172.29.109.148";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0640";"	SPB-SBT-KFA-008-AP..0640";"	172.29.109.149";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0560";"	SPB-SBT-KFA-008-AP..0560";"	172.29.109.15";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-06e0";"	SPB-SBT-KFA-008-AP..06e0";"	172.29.109.151";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-d140";"	SPB-SBT-KFA-008-AP..d140";"	172.29.109.152";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0800";"	SPB-SBT-KFA-008-AP..0800";"	172.29.109.153";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0260";"	SPB-SBT-KFA-008-AP..0260";"	172.29.109.154";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0600";"	SPB-SBT-KFA-008-AP..0600";"	172.29.109.155";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-01c0";"	SPB-SBT-KFA-008-AP..01c0";"	172.29.109.156";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-07a0";"	SPB-SBT-KFA-008-AP..07a0";"	172.29.109.157";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0820";"	SPB-SBT-KFA-008-AP..0820";"	172.29.109.158";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0160";"	SPB-SBT-KFA-008-AP..0160";"	172.29.109.159";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-04c0";"	SPB-SBT-KFA-008-AP..04c0";"	172.29.109.16";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0440";"	SPB-SBT-KFA-008-AP..0440";"	172.29.109.161";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0040";"	SPB-SBT-KFA-008-AP..0040";"	172.29.109.17";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0460";"	SPB-SBT-KFA-008-AP..0460";"	172.29.109.18";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-05c0";"	SPB-SBT-KFA-008-AP..05c0";"	172.29.109.19";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-01a0";"	SPB-SBT-KFA-008-AP..01a0";"	172.29.109.20";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0220";"	SPB-SBT-KFA-008-AP..0220";"	172.29.109.21";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-04a0";"	SPB-SBT-KFA-008-AP..04a0";"	172.29.109.22";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-00e0";"	SPB-SBT-KFA-008-AP..00e0";"	172.29.109.23";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0880";"	SPB-SBT-KFA-008-AP..0880";"	172.29.109.24";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-06a0";"	SPB-SBT-KFA-008-AP..06a0";"	172.29.109.25";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0300";"	SPB-SBT-KFA-008-AP..0300";"	172.29.109.27";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0320";"	SPB-SBT-KFA-008-AP..0320";"	172.29.109.28";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-01e0";"	SPB-SBT-KFA-008-AP..01e0";"	172.29.109.29";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0660";"	SPB-SBT-KFA-008-AP..0660";"	172.29.109.30";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-02a0";"	SPB-SBT-KFA-008-AP..02a0";"	172.29.109.31";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-07e0";"	SPB-SBT-KFA-008-AP..07e0";"	172.29.109.32";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	8866-3903-ca20";"	SPB-SBT-KFA-008-AP..ca20";"	172.29.109.33";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0280";"	SPB-SBT-KFA-008-AP..0280";"	172.29.109.34";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0840";"	SPB-SBT-KFA-008-AP..0840";"	172.29.109.35";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0000";"	SPB-SBT-KFA-008-AP..0000";"	172.29.109.36";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-04e0";"	SPB-SBT-KFA-008-AP..04e0";"	172.29.109.37";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-07c0";"	SPB-SBT-KFA-008-AP..07c0";"	172.29.109.39";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e749-f9c0";"	SPB-SBT-KFA-008-AP..f9c0";"	172.29.109.40";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0200";"	SPB-SBT-KFA-008-AP..0200";"	172.29.109.41";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0520";"	SPB-SBT-KFA-008-AP..0520";"	172.29.109.42";г. Санкт-Петербург, пл. Карла Фаберже, дом 8/2
"	04b0-e74a-0e20";"	NSK-SBT-FSH-064-AP..0e20";"	172.29.131.10";
"	04b0-e74a-0b80";"	NSK-SBT-FSH-064-AP..0b80";"	172.29.131.11";
"	04b0-e74a-0e00";"	NSK-SBT-FSH-064-AP..0e00";"	172.29.131.12";
"	04b0-e74a-0e80";"	NSK-SBT-FSH-064-AP..0e80";"	172.29.131.13";
"	04b0-e74a-0de0";"	NSK-SBT-FSH-064-AP..0de0";"	172.29.131.2";
"	04b0-e74a-0e60";"	NSK-SBT-FSH-064-AP..0e60";"	172.29.131.3";
"	04b0-e74a-0ea0";"	NSK-SBT-FSH-064-AP..0ea0";"	172.29.131.4";
"	04b0-e74a-0ac0";"	NSK-SBT-FSH-064-AP..0ac0";"	172.29.131.5";
"	04b0-e74a-0b00";"	NSK-SBT-FSH-064-AP..0b00";"	172.29.131.6";
"	04b0-e74a-0b20";"	NSK-SBT-FSH-064-AP..0b20";"	172.29.131.7";
"	04b0-e74a-0ae0";"	NSK-SBT-FSH-064-AP..0ae0";"	172.29.131.8";
"	04b0-e74a-08c0";"	NSK-SBT-FSH-064-AP..08c0";"	172.29.131.9";
"	a8ca-7ba9-e080";"	MSK-RTS-0-06-1.6.1310";"	172.29.148.10";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f4a0";"	MSK-RTS-0-03-3.3.1342";"	172.29.148.11";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-da00";"	MSK-RTS-0-07-1.7.1344";"	172.29.148.12";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5820";"	MSK-RTS-0-08-1.8.1368";"	172.29.148.13";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-0060";"	MSK-RTS-0-03-3.3.1326";"	172.29.148.14";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d780";"	MSK-RTS-0-08-1.8.1362";"	172.29.148.15";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-56e0";"	MSK-RTS-0-08-1.8.1360";"	172.29.148.16";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5680";"	MSK-RTS-0-08-1.8.1356";"	172.29.148.17";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-0320";"	MSK-RTS-0-03-3.3.1378";"	172.29.148.18";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-fac0";"	MSK-RTS-0-03-3.3.1370";"	172.29.148.19";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-8c20";"	MSK-RTS-0-03-3.3.1360";"	172.29.148.2";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e140";"	MSK-RTS-0-08-1.8.1352";"	172.29.148.20";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d900";"	MSK-RTS-0-08-1.8.1366";"	172.29.148.21";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-eda0";"	MSK-RTS-0-03-3.3.1344";"	172.29.148.22";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e220";"	MSK-RTS-0-06-1.6.1322";"	172.29.148.23";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-eea0";"	MSK-RTS-0-6-1.6.352-624";"	172.29.148.24";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e300";"	MSK-RTS-0-07-1.7.1346";"	172.29.148.25";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-ffc0";"	MSK-RTS-0-03-3.3.1366";"	172.29.148.255";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5800";"	MSK-RTS-0-08-1.8.1372";"	172.29.148.26";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-ff40";"	MSK-RTS-0-03-3.3.1346";"	172.29.148.27";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f220";"	MSK-RTS-0-03-3.3.1322";"	172.29.148.28";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-56c0";"	MSK-RTS-0-08-1.8.1364";"	172.29.148.29";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-0340";"	MSK-RTS-0-03-3.3.1332";"	172.29.148.3";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5720";"	MSK-RTS-0-07-1.7.1324";"	172.29.148.30";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e240";"	MSK-RTS-0-07-1.7.1338";"	172.29.148.31";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-fe60";"	MSK-RTS-0-03-3.3.1376";"	172.29.148.32";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-dda0";"	MSK-RTS-0-06-1.6.1300";"	172.29.148.33";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5860";"	MSK-RTS-0-08-1.8.1370";"	172.29.148.34";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5660";"	MSK-RTS-0-08-1.8.1354";"	172.29.148.35";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e1e0";"	MSK-RTS-0-07-1.7.1330";"	172.29.148.36";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-df40";"	MSK-RTS-0-07-1.7.1332";"	172.29.148.37";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-dc00";"	MSK-RTS-0-06-1.6.1302";"	172.29.148.38";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e420";"	MSK-RTS-0-06-1.6.1316";"	172.29.148.39";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e0e0";"	MSK-RTS-0-06-1.6.1306";"	172.29.148.4";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-57c0";"	MSK-RTS-0-07-1.7.1322";"	172.29.148.40";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e0c0";"	MSK-RTS-0-06-1.6.1312";"	172.29.148.41";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f660";"	MSK-RTS-0-03-3.3.1330";"	172.29.148.42";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5640";"	MSK-RTS-0-08-1.8.1350";"	172.29.148.43";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-7c20";"	MSK-RTS-0-03-3.3.1362";"	172.29.148.44";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-0000";"	MSK-RTS-0-03-3.3.1328";"	172.29.148.45";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-7940";"	MSK-RTS-0-03-3.3.1382";"	172.29.148.46";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-7980";"	MSK-RTS-0-03-3.3.1350";"	172.29.148.47";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f460";"	MSK-RTS-0-03-3.3.1336";"	172.29.148.48";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-fa80";"	MSK-RTS-0-03-3.3.1368";"	172.29.148.49";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d4e0";"	MSK-RTS-0-07-1.7.1326";"	172.29.148.5";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d440";"	MSK-RTS-0-06-1.6.1314";"	172.29.148.6";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d840";"	MSK-RTS-0-07-1.7.1340";"	172.29.148.7";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e380";"	MSK-RTS-0-06-1.6.1320";"	172.29.148.8";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e400";"	MSK-RTS-0-08-1.8.1358";"	172.29.148.9";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-00c0";"	MSK-RTS-0-03-3.3.1324";"	172.29.149.0";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e180";"	MSK-RTS-0-06-1.6.1298";"	172.29.149.10";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-ff00";"	MSK-RTS-0-03-3.3.1372";"	172.29.149.12";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f860";"	MSK-RTS-0-03-3.3.1354";"	172.29.149.13";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aad0-0020";"	MSK-RTS-0-03-3.3.1374";"	172.29.149.14";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f4e0";"	MSK-RTS-0-03-3.3.1364";"	172.29.149.16";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-d3c0";"	MSK-RTS-0-07-1.7.1336";"	172.29.149.17";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-dbc0";"	MSK-RTS-0-07-1.7.1334";"	172.29.149.18";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5840";"	MSK-RTS-0-08-1.8.1376";"	172.29.149.19";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e260";"	MSK-CP-AP.e260";"	172.29.149.2";
"	a8ca-7ba9-dd00";"	MSK-RTS-0-06-1.6.1318";"	172.29.149.20";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-8da0";"	MSK-RTS-0-03-3.3.1356";"	172.29.149.23";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	bc62-0e2f-7a00";"	MSK-RTS-0-03-3.3.1358";"	172.29.149.24";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-55e0";"	MSK-RTS-0-08-1.8.1374";"	172.29.149.25";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5740";"	MSK-RTS-0-07-1.7.1328";"	172.29.149.27";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	a8ca-7ba9-e460";"	MSK-RTS-0-06-1.6.1308";"	172.29.149.28";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5580";"	MSK-RTS-0-08-1.8.1348";"	172.29.149.29";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	745a-aacf-f480";"	MSK-RTS-0-03-3.3.1338";"	172.29.149.31";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-5760";"	MSK-RTS-0-08-1.8.1346";"	172.29.149.34";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	2cab-0062-57e0";"	MSK-RTS-0-07-1.7.1342";"	172.29.149.6";г. Москва, Хлебозаводский пр-д, дом 7 cтр.10
"	04b0-e74a-3c20";"	NNG-SBT-BEK-13B-AP..3c20";"	172.29.171.2";
"	04b0-e74a-3e20";"	NNG-SBT-BEK-13B-AP..3e20";"	172.29.171.3";
"	04b0-e74a-3ec0";"	NNG-SBT-BEK-13B-AP..3ec0";"	172.29.171.4";
"	04b0-e74a-40a0";"	NNG-SBT-BEK-13B-AP..40a0";"	172.29.171.5";
"	04b0-e74a-3f20";"	NNG-SBT-BEK-13B-AP..3f20";"	172.29.171.6";
"	04b0-e74a-3ee0";"	NNG-SBT-BEK-13B-AP..3ee0";"	172.29.171.66";
"	04b0-e74a-3dc0";"	NNG-SBT-BEK-13B-AP..3dc0";"	172.29.171.67";
"	04b0-e74a-3e40";"	NNG-SBT-BEK-13B-AP..3e40";"	172.29.171.68";
"	04b0-e74a-3e80";"	NNG-SBT-BEK-13B-AP..3e80";"	172.29.171.69";
"	04b0-e74a-3d00";"	NNG-SBT-BEK-13B-AP..3d00";"	172.29.171.7";
"	04b0-e74a-4060";"	NNG-SBT-BEK-13B-AP..4060";"	172.29.171.8";
"	04b0-e74a-3e60";"	NNG-SBT-BEK-13B-AP..3e60";"	172.29.171.9";
"	04b0-e74a-2d80";"	KZN-SBT-UNI-007-AP..2d80";"	172.29.184.11";
"	04b0-e74a-2d60";"	KZN-SBT-UNI-007-AP..2d60";"	172.29.184.12";
"	04b0-e74a-2de0";"	KZN-SBT-UNI-007-AP..2de0";"	172.29.184.13";
"	04b0-e74a-1a40";"	KZN-SBT-UNI-007-AP..1a40";"	172.29.184.131";
"	04b0-e74a-2da0";"	KZN-SBT-UNI-007-AP..2da0";"	172.29.184.132";
"	04b0-e74a-1aa0";"	KZN-SBT-UNI-007-AP..1aa0";"	172.29.184.133";
"	04b0-e74a-1a80";"	KZN-SBT-UNI-007-AP..1a80";"	172.29.184.134";
"	04b0-e74a-1a60";"	KZN-SBT-UNI-007-AP..1a60";"	172.29.184.14";
