Total AP information:
fault : fault           [63]
idle  : idle            [9]
nor   : normal          [2303]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
2000  8866-3903-e620 ULY-8588-0140-CCC-AP02              CCC-Common-Group        100.102.73.197  AP6150DN        nor    0   1D:18H:49M:12S   -
2001  8866-3903-ee40 ULY-8588-0140-CCC-AP01              CCC-Common-Group        100.102.73.199  AP6150DN        nor    2   1D:18H:48M:43S   -
2002  8866-3903-ee60 ULY-8588-0140-CCC-AP03              CCC-Common-Group        100.102.73.200  AP6150DN        nor    0   1D:18H:49M:4S    -
2003  8866-3904-0d60 DIM-8588-0305-CCC-AP02              CCC-Common-Group        100.102.73.211  AP6150DN        nor    0   1D:18H:49M:8S    -
2004  8866-3904-0e40 ULY-8588-0140-CCC-AP04              CCC-Common-Group        100.102.73.196  AP6150DN        nor    0   1D:18H:48M:55S   -
2005  8866-3904-0ca0 DIM-8588-0305-CCC-AP01              CCC-Common-Group        100.102.73.210  AP6150DN        nor    0   1D:18H:48M:33S   -
2006  0425-c55a-9d00 0425-c55a-9d00                      default                 -               AP6150DN        fault  0   -                -
2007  04b0-e749-e520 MSK-V23-01-FL03-AP50                MSK-V23                 10.14.240.100   AP6150DN        nor    2   50D:6H:19M:4S    -
2008  04b0-e749-e4c0 MSK-V23-01-FL03-AP51                MSK-V23                 10.14.240.101   AP6150DN        nor    2   50D:6H:18M:53S   -
2009  8866-3903-c4c0 KEM-8615-00195-CCC-AP05             CCC-Common-Group        100.106.127.101 AP6150DN        nor    0   1D:18H:49M:7S    P
2010  8866-3903-c6e0 KEM-8615-00195-CCC-AP04             CCC-Common-Group        100.106.127.99  AP6150DN        nor    0   1D:18H:48M:39S   P
2011  8866-3903-c5a0 KEM-8615-00195-CCC-AP03             CCC-Common-Group        100.106.127.98  AP6150DN        nor    0   1D:18H:48M:46S   P
2012  8866-3903-c500 KEM-8615-00195-CCC-AP07             CCC-Common-Group        100.106.127.100 AP6150DN        nor    0   1D:18H:48M:49S   P
2013  8866-3903-c5e0 KEM-8615-00195-CCC-AP08             CCC-Common-Group        100.106.127.103 AP6150DN        nor    0   1D:18H:49M:0S    P
2014  8866-3903-c520 KEM-8615-00195-CCC-AP01             CCC-Common-Group        100.106.127.102 AP6150DN        nor    0   1D:18H:49M:15S   P
2015  a08c-f8d2-3120 PET-8628-01865-CCC-AP02             CCC-Common-Group        100.120.145.4   AP6150DN        nor    1   1D:18H:48M:41S   -
2016  a08c-f8d2-30c0 PET-8628-01865-CCC-AP01             CCC-Common-Group        100.120.145.3   AP6150DN        nor    0   1D:18H:48M:42S   -
2017  a08c-f8d2-3160 PET-8628-01865-CCC-AP03             CCC-Common-Group        100.120.145.2   AP6150DN        nor    0   1D:18H:49M:8S    -
2018  a08c-f8d2-2f60 VOR-9013-00199-CCC-AP2F60           CCC-Common-Group        100.109.6.5     AP6150DN        nor    0   1D:18H:48M:42S   -
2019  8866-3904-1020 MSK-V23-01-FL03-AP52                MSK-V23                 -               AP6150DN        fault  0   -                -
2020  8866-3904-0440 MSK-V23-01-FL03-AP53                MSK-V23                 10.14.240.103   AP6150DN        nor    2   50D:6H:18M:52S   -
2021  8866-3904-0e60 MSK-V23-01-FL03-AP54                MSK-V23                 10.14.240.104   AP6150DN        nor    2   50D:6H:18M:58S   -
2022  a8ca-7ba9-e7a0 MSK-D10-2-10-7.11.234               MSK-D10                 10.22.154.210   AP5130DN        nor    2   105D:8H:32M:44S  -
2023  a8ca-7ba9-da60 MSK-D10-1-08-13.8.350               MSK-D10                 10.22.154.254   AP5130DN        nor    9   106D:16H:44M:43S -
2024  04b0-e74a-0d40 MSK-KNO-03-FL05-AP.0d40             MSK-KNP-CG              10.22.155.15    AP6150DN        nor    0   1H:38M:20S       -
2025  bc62-0e2f-6460 MSK-V23-229-1.1-292                 MSK-V23                 -               -               idle   0   -                -
2026  bc62-0e2f-6440 MSK-VOL32-AP0e2f-6440               MSK-VOL32               10.22.18.207    AP5030DN        nor    1   106D:13H:25M:25S -
2027  bc62-0e2f-63e0 MSK-VOL32-AP0e2f-63e0               MSK-VOL32               10.22.18.201    AP5030DN        nor    1   106D:13H:25M:17S -
2028  745a-aae4-4620 MSK-V19-A-18_A18.75-1               MSK-V19                 10.22.148.224   AP5130DN        nor    4   5D:3H:3M:44S     -
2029  745a-aae4-4660 MSK-V19-A-18_A18.73-1               MSK-V19                 10.22.148.89    AP5130DN        nor    6   5D:4H:17M:2S     -
2030  745a-aae4-16c0 MSK-V19-A-18_A18.72-1               MSK-V19                 10.22.148.187   AP5130DN        nor    6   5D:4H:25M:36S    -
2031  bc62-0e2f-63c0 MSK-VOL32-AP0e2f-63c0               MSK-VOL32               10.22.18.210    AP5030DN        nor    0   106D:13H:25M:22S -
2032  8866-3903-e6c0 MSK-VOL32-APCONF-e6c0               MSK-VOL32               10.22.18.229    AP6150DN        nor    0   106D:13H:19M:56S -
2033  bc62-0e2f-64c0 MSK-VOL32-AP0e2f-64c0               MSK-VOL32               10.22.18.217    AP5030DN        nor    4   106D:13H:25M:7S  -
2034  8866-3903-e960 MSK-VOL32-APCONF-e960               MSK-VOL32               10.22.18.230    AP6150DN        nor    0   106D:13H:19M:41S -
2035  8866-3903-e940 MSK-VOL32-APCONF-e940               MSK-VOL32               10.22.18.215    AP6150DN        nor    0   4D:7H:16M:48S    -
2036  bc62-0e2f-95a0 MSK-VOL32-AP0e2f-95a0               MSK-VOL32               10.22.18.227    AP5030DN        nor    1   106D:13H:25M:11S -
2037  bc62-0e2f-6420 MSK-VOL32-AP0e2f-6420               MSK-VOL32               10.22.18.200    AP5030DN        nor    3   95D:2H:51M:56S   -
2038  745a-aae4-1660 MSK-V19-A-18_A18.70-1               MSK-V19                 10.22.148.50    AP5130DN        nor    1   5D:4H:41M:41S    -
2039  745a-aae4-1a40 MSK-V19-A-18_A18.71-1               MSK-V19                 10.22.148.45    AP5130DN        nor    1   5D:4H:32M:53S    -
2040  745a-aae4-1a80 MSK-V19-A-18_A18.69-1               MSK-V19                 10.22.148.63    AP5130DN        nor    0   5D:7H:55M:55S    -
2041  8866-3903-e4e0 MSK-VOL32-APCONF-e4e0               MSK-VOL32               10.22.18.228    AP6150DN        nor    0   106D:13H:19M:49S -
2042  a8ca-7ba9-e5a0 MSK-D10-1-09-13.9.356               MSK-D10                 10.22.155.12    AP5130DN        nor    2   106D:16H:44M:33S -
2043  f86e-eeb9-bb60 MSK-D10-3-04-16.3.922               MSK-D10                 10.22.154.255   AP6150DN        nor    0   106D:16H:39M:16S -
2044  745a-aae4-4a40 MSK-V19-B-15_006-1                  MSK-V19                 10.22.148.180   AP5130DN        nor    0   106D:14H:20M:15S -
2045  04b0-e74a-1900 MSK-D10-3-04-3.3.932                MSK-D10                 10.22.155.43    AP6150DN        nor    0   106D:16H:39M:10S -
2046  04b0-e74a-0c40 MSK-D10-3-03-16.3.916               MSK-D10                 10.22.155.20    AP6150DN        nor    0   106D:16H:39M:7S  -
2047  f86e-eeb9-bb00 MSK-D10-3-04-3.3.924                MSK-D10                 10.22.155.3     AP6150DN        nor    0   106D:16H:39M:2S  -
2048  04b0-e74a-1860 MSK-D10-3-03-16.3.918               MSK-D10                 10.22.155.18    AP6150DN        nor    2   106D:16H:39M:10S -
2049  bc62-0e2f-62a0 MSK-VOL32-AP0e2f-62a0               MSK-VOL32               10.22.18.204    AP5030DN        nor    0   106D:13H:25M:5S  -
2050  04b0-e74a-1800 MSK-D10-3-04-3.3.928                MSK-D10                 10.22.155.17    AP6150DN        nor    2   106D:16H:39M:27S -
2051  04b0-e74a-17a0 MSK-D10-3-04-3.3.926                MSK-D10                 10.22.155.37    AP6150DN        nor    0   106D:16H:39M:15S -
2052  04b0-e74a-0d60 MSK-D10-3-04-16.3.936               MSK-D10                 10.22.155.31    AP6150DN        nor    7   106D:16H:46M:29S -
2053  745a-aae4-37e0 MSK-V19-E-04-011                    MSK-V19                 10.22.148.197   AP5130DN        nor    2   95D:9H:19M:25S   -
2054  745a-aae4-17a0 MSK-V19-B-15_B15.77-1               MSK-V19                 10.22.148.61    AP5130DN        nor    0   106D:14H:20M:5S  -
2055  745a-aae4-1a00 MSK-V19-A-15_A15.65-1               MSK-V19                 10.22.148.12    AP5130DN        nor    0   106D:14H:20M:31S -
2056  745a-aae4-39e0 MSK-V19-B-15_B15.75-1               MSK-V19                 10.22.148.43    AP5130DN        nor    0   106D:14H:20M:31S -
2057  745a-aae4-4aa0 MSK-V19-B-15_B15.76-1               MSK-V19                 10.22.148.80    AP5130DN        nor    0   106D:14H:20M:31S -
2058  745a-aae4-20c0 MSK-V19-B-15_B15.71-1               MSK-V19                 10.22.148.27    AP5130DN        nor    0   106D:14H:20M:28S -
2059  745a-aae4-1b60 MSK-V19-B-15_B15.72-1               MSK-V19                 10.22.148.59    AP5130DN        nor    0   106D:14H:20M:34S -
2060  f86e-eeb9-e8c0 MSK-D10-3-04-3.3.930                MSK-D10                 10.22.154.181   AP6150DN        nor    1   106D:16H:39M:29S -
2061  745a-aae4-3940 MSK-V19-B-15_B15.74-1               MSK-V19                 10.22.148.78    AP5130DN        nor    0   106D:14H:20M:37S -
2062  745a-aae4-3760 MSK-V19-B-15_B15.78-1               MSK-V19                 10.22.148.79    AP5130DN        nor    0   106D:14H:20M:33S -
2063  745a-aae4-1ac0 MSK-V19-AP1ac0                      MSK-V19+IOT             10.22.148.56    AP5130DN        nor    0   10D:3H:34M:20S   -
2064  f86e-eeb9-e720 MSK-D10-3-04-3.3.954                MSK-D10                 10.22.155.33    AP6150DN        nor    0   106D:16H:39M:16S -
2065  f86e-eeb9-bbe0 MSK-D10-3-04-16.3.942               MSK-D10                 10.22.154.180   AP6150DN        nor    0   106D:16H:40M:7S  -
2066  f86e-eeb9-e940 MSK-D10-3-04-3.3.950                MSK-D10                 10.22.155.16    AP6150DN        nor    2   106D:16H:40M:2S  -
2067  f86e-eeb9-d8c0 MSK-D10-3-04-16.3.940               MSK-D10                 10.22.154.252   AP6150DN        nor    0   106D:16H:40M:15S -
2068  f86e-eeb9-e860 MSK-D10-3-04-3.3.948                MSK-D10                 10.22.155.0     AP6150DN        nor    1   106D:16H:40M:12S -
2069  f86e-eeb9-e4e0 MSK-D10-3-04-3.3.956                MSK-D10                 10.22.155.42    AP6150DN        nor    1   106D:16H:40M:17S -
2070  f86e-eeb9-e9c0 MSK-D10-3-04-16.3.938               MSK-D10                 10.22.155.29    AP6150DN        nor    2   106D:16H:40M:16S -
2071  f86e-eeb9-e980 MSK-D10-3-04-3.3.944                MSK-D10                 10.22.155.21    AP6150DN        nor    2   106D:16H:40M:20S -
2072  f86e-eeb9-e9e0 MSK-D10-3-04-3.3.952                MSK-D10                 10.22.155.2     AP6150DN        nor    1   106D:16H:40M:22S -
2073  f86e-eeb9-e920 MSK-D10-3-04-3.3.946                MSK-D10                 10.22.155.32    AP6150DN        nor    1   106D:16H:40M:7S  -
2074  bc62-0e2f-7ae0 MSK-VOL32-AP7ae0                    MSK-VOL32               10.22.18.232    AP5030DN        nor    0   106D:13H:11M:43S -
2075  bc62-0e2f-6240 MSK-VOL32-AP6240                    MSK-VOL32               10.22.18.231    AP5030DN        nor    2   106D:13H:10M:27S -
2076  745a-aae4-2720 MSK-VOL32-AP3.31-2720               MSK-VOL32               10.22.18.225    AP5130DN        nor    2   106D:13H:25M:13S -
2077  8866-3903-ec20 UPO12-B03-FL02-AP14                 MSK-UPO-03-FL02         10.14.4.25      AP6150DN        nor    1   102D:5H:20M:0S   -
2078  04b0-e74a-1420 MSK-D10-CH-AP1420                   MSK-D10-CH              10.22.154.25    AP6150DN        nor    14  87D:1H:3M:27S    -
2079  8866-3903-e7e0 8866-3903-e7e0                      MSK-60Y                 10.14.232.28    AP6150DN        nor    1   30D:4H:37M:9S    -
2080  bc62-0e2f-5320 MSK-V19-D-02-008-test               MSK-V19                 10.22.148.173   AP5030DN        nor    0   95D:9H:18M:13S   -
2081  a8ca-7ba9-e3a0 MSK-D10-TEST                        MSK-D10                 10.22.154.10    AP5130DN        nor    1   106D:16H:45M:15S -
2082  8866-3903-f340 V19-B-09-009-f340                   MSK-V19                 10.22.148.174   AP6150DN        nor    0   106D:13H:22M:42S -
2083  8866-3903-e5c0 V19-B-09-010-e5c0                   MSK-V19                 10.22.148.200   AP6150DN        nor    0   2D:1H:8M:33S     -
2084  8866-3903-e100 baget-3903-e100                     MSK-60Y                 -               AP6150DN        fault  0   -                -
2085  8866-3903-db60 YAR-0017-0318-AP02                  CCC-Common-Group        100.103.82.2    AP6150DN        nor    0   1D:18H:49M:6S    -
2086  8866-3903-dc80 YAR-0017-0318-AP01                  CCC-Common-Group        100.103.82.4    AP6150DN        nor    1   1D:18H:48M:44S   -
2087  8866-3903-da80 YAR-0017-0318-AP03                  CCC-Common-Group        100.103.82.3    AP6150DN        nor    0   1D:18H:49M:11S   -
2088  d0d0-4bd3-75e0 MSK-O41-CG-AP..75e0                 MSK-O41-CG              10.17.192.91    AP5130DN        nor    0   19H:9M:6S        -
2089  d494-e817-a860 MSK-O41-CG-AP..a860                 MSK-O41-CG              10.17.192.92    AP5130DN        nor    0   19H:9M:0S        -
2090  04b0-e72d-6740 04b0-e72d-6740                      MSK-V19                 10.14.240.35    AP6050DN        nor    4   27D:22H:18M:11S  -
2091  04b0-e749-e540 MSK-V23-01-FL03-AP55                MSK-V23                 10.14.240.105   AP6150DN        nor    4   50D:6H:18M:55S   -
2092  8866-3903-e840 SKV-8617-0078-CCC-AP03              CCC-Common-Group        100.101.255.4   AP6150DN        nor    0   1D:18H:49M:11S   -
2093  8866-3903-dae0 SKV-8617-0078-CCC-AP02              CCC-Common-Group        100.101.255.5   AP6150DN        nor    0   1D:18H:48M:35S   -
2094  8866-3903-dac0 SKV-8617-0078-CCC-AP01              CCC-Common-Group        100.101.255.6   AP6150DN        nor    0   1D:18H:49M:8S    -
2095  8866-3903-d0c0 8866-3903-d0c0                      RND-COS-27B             172.29.53.14    AP6150DN        nor    1   1D:6H:23M:50S    -
2096  04b0-e749-e6a0 MSK-UPO12-B06-FL02_AP05             MSK-UPO-06-FLXX         10.22.144.12    AP6150DN        nor    2   18D:7H:43M:51S   -
2097  bc62-0e2f-9320 Suschevskaya20-003                  MSK-CG                  25.32.20.228    AP5030DN        nor    1   88D:4H:40M:24S   -
2098  bc62-0e2f-9180 Suschevskaya20-006                  MSK-CG                  25.32.20.231    AP5030DN        nor    0   88D:4H:39M:27S   -
2099  8866-3903-df20 Suschevskaya20-005                  MSK-CG                  25.32.20.230    AP6150DN        nor    3   88D:4H:39M:53S   -
2100  745a-aae4-2080 V19-A-12_a12.47-1                   MSK-V19                 10.22.148.198   AP5130DN        nor    10  88D:4H:25M:15S   -
2101  04b0-e74a-0240 621-e74a-0240                       SPB-SBT-KFA-008         172.29.109.10   AP6150DN        nor    1   1D:6H:23M:49S    -
2102  04b0-e74a-12c0 MSK-D10-CH-AP12C0                   MSK-D10-CH              10.22.154.29    AP6150DN        nor    0   87D:1H:3M:13S    -
2103  8866-3903-c9a0 NKZ-8615-0198-CCC-AP03              CCC-Common-Group        100.106.127.116 AP6150DN        nor    0   1D:18H:49M:16S   -
2104  8866-3903-c960 NKZ-8615-0198-CCC-AP04              CCC-Common-Group        100.106.127.117 AP6150DN        nor    0   1D:18H:48M:35S   -
2105  8866-3903-c380 NKZ-8615-0198-CCC-AP02              CCC-Common-Group        100.106.127.118 AP6150DN        nor    0   1D:18H:48M:44S   -
2106  8866-3903-c560 NKZ-8615-0198-CCC-AP01              CCC-Common-Group        100.106.127.119 AP6150DN        nor    0   1D:18H:48M:46S   -
2107  8866-3903-fc40 UPO12-B01-FL09-AP-02                MSK-UPO-01-FLXX-ONLY_5G 10.14.2.96      AP6150DN        nor    2   4D:22H:36M:1S    -
2108  8866-3903-f8e0 UPO12-B01-FL12-AP-03                MSK-UPO-01-FLXX         10.14.2.80      AP6150DN        nor    2   4D:22H:36M:1S    -
2109  04b0-e749-ee00 UPO12-B01-FL06-AP-15                MSK-UPO-01-FLXX         10.14.1.1       AP6150DN        nor    6   15D:16H:44M:44S  -
2110  8866-3904-21e0 UPO12-B01-FL04-AP-11                MSK-UPO-01-FLXX         10.14.1.137     AP6150DN        nor    1   15D:16H:43M:45S  -
2111  8866-3904-0ac0 UPO12-B01-FL12-AP-13                MSK-UPO-01-FLXX         10.14.2.128     AP6150DN        nor    0   4D:22H:36M:21S   -
2112  04b0-e749-f080 UPO12-B01-FL06-AP-25                MSK-UPO-01-FLXX-ONLY_5G 10.14.1.138     AP6150DN        nor    2   15D:16H:43M:46S  -
2113  8866-3903-e680 HBR-9070-0118-CCC-AP.E680           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2114  8866-3903-e7a0 HBR-9070-0118-CCC-AP.E7A0           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2115  8866-3903-eb80 HBR-9070-0118-CCC-AP.EB80           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2116  8866-3904-21c0 1.314-3904-21c0                     MSK-V19                 -               AP6150DN        fault  0   -                -
2117  8866-3904-2520 505-3904-2520                       MSK-60Y                 10.14.232.29    AP6150DN        nor    1   14D:2H:7M:38S    -
2118  446a-2e18-e360 TLT-TRA-CKR-AP.e360                 TLT-TRA-CKR             100.70.12.147   AP5030DN        nor    2   1D:18H:48M:37S   -
2119  446a-2e18-b740 TLT-TRA-CKR-AP.b740                 TLT-TRA-CKR             100.70.12.67    AP5030DN        nor    0   1D:18H:49M:9S    -
2120  446a-2e18-e300 TLT-TRA-CKR-AP.e300                 TLT-TRA-CKR             100.70.12.163   AP5030DN        nor    0   1D:18H:48M:36S   -
2121  446a-2e18-dfc0 TLT-TRA-CKR-AP.dfc0                 TLT-TRA-CKR             100.70.12.66    AP5030DN        nor    0   1D:18H:49M:20S   -
2122  446a-2e18-baa0 TLT-TRA-CKR-AP.baa0                 TLT-TRA-CKR             100.70.12.98    AP5030DN        nor    0   1D:18H:48M:44S   -
2123  8866-3904-2660 B-12-3904-2660                      MSK-V19                 10.22.148.190   AP6150DN        nor    2   84D:4H:43M:20S   -
2124  8866-3903-e600 Suschevskaya20-008                  MSK-CG                  25.32.20.235    AP6150DN        nor    0   81D:1H:54M:42S   -
2125  bc62-0e2f-85c0 MSK-BA8-AP..85c0                    MSK-BA8                 100.107.12.44   AP5030DN        nor    3   15D:0H:44M:29S   -
2126  bc62-0e2f-7320 MSK-BA8-AP..7320                    MSK-BA8                 100.107.12.41   AP5030DN        nor    0   15D:0H:44M:37S   -
2127  04b0-e74a-3c40 RZN-SBT-SEM-014-AP..3c40            RZN-SBT-SEM-014         172.29.83.2     AP6150DN        nor    1   1D:6H:23M:45S    -
2128  8866-3903-e9e0 RZN-SBT-SEM-014-AP..e9e0            RZN-SBT-SEM-014         -               AP6150DN        fault  0   -                -
2129  8866-3904-0fc0 MSK-V23-01-FL03-AP56                MSK-V23                 10.14.240.106   AP6150DN        nor    1   50D:6H:19M:3S    -
2130  446a-2e18-b9e0 TLT-TRA-CKR-AP.b9e0                 TLT-TRA-CKR             100.70.12.164   AP5030DN        nor    0   1D:18H:49M:2S    -
2131  bc62-0e2f-7c40 4.36.1-0e2f-7c40                    MSK-VOL32               10.22.18.235    AP5030DN        nor    0   81D:2H:45M:45S   -
2132  04b0-e74a-35a0 OMS-SBT-KRA-111-FL05-AP.35a0        OMS-SBT-KRA-111         172.29.87.66    AP6150DN        nor    0   1D:6H:23M:34S    -
2133  8866-3904-2180 419-3904-2180                       MSK-60Y                 10.14.232.32    AP6150DN        nor    1   30D:4H:42M:23S   -
2134  bc62-0e2f-9440 MSK-V19-E-04-12/2-9440              MSK-V19                 10.22.148.191   AP5030DN        nor    1   74D:1H:29M:29S   -
2135  bc62-0e2f-7ec0 1a-0e2f-7ec0                        MSK-CHA                 10.22.143.40    AP5030DN        nor    12  72D:9H:32M:30S   -
2136  9835-ed80-13a0 MSK-V23-01-FL03-AP16                MSK-V23                 10.14.240.8     AP7052DN        nor    5   72D:4H:24M:4S    P
2137  9835-ed80-1260 MSK-V23-01-FL03-AP17                MSK-V23                 10.14.240.25    AP7052DN        nor    2   72D:3H:55M:22S   P
2138  9835-ed80-11e0 MSK-V23-01-FL03-AP21                MSK-V23                 10.14.240.32    AP7052DN        nor    2   72D:3H:51M:30S   P
2139  9835-ed80-11c0 MSK-V23-01-FL03-AP20                MSK-V23                 10.14.240.33    AP7052DN        nor    3   72D:3H:52M:5S    P
2140  9835-ed80-1380 MSK-V23-01-FL03-AP22                MSK-V23                 10.14.240.31    AP7052DN        nor    2   72D:3H:47M:22S   P
2141  9835-ed80-1940 MSK-V23-01-FL03-AP23                MSK-V23                 10.14.240.37    AP7052DN        nor    0   64D:5H:17M:35S   P
2142  9835-ed80-1160 MSK-V23-01-FL03-AP18                MSK-V23                 10.14.240.38    AP7052DN        nor    0   72D:3H:53M:1S    P
2143  9835-ed80-1960 MSK-V23-01-FL03-AP27                MSK-V23                 10.14.240.39    AP7052DN        nor    3   72D:3H:40M:5S    P
2144  745a-aacf-efe0 KNO-0-02-2.2.200                    MSK-KNP-CG              10.22.152.29    AP5030DN        nor    1   51D:18H:47M:17S  -
2145  9835-ed80-1760 MSK-V23-01-FL03-AP29                MSK-V23                 10.14.240.41    AP7052DN        nor    1   67D:6H:54M:12S   P
2146  9835-ed80-1980 MSK-V23-01-FL03-AP34                MSK-V23                 10.14.240.42    AP7052DN        nor    3   67D:6H:54M:13S   P
2147  9835-ed80-1360 MSK-V23-01-FL03-AP33                MSK-V23                 10.14.240.43    AP7052DN        nor    5   67D:6H:54M:14S   P
2148  9835-ed80-1bc0 MSK-V23-01-FL02-AP67                MSK-V23                 10.14.240.44    AP7052DN        nor    2   66D:1H:0M:42S    P
2149  9835-ed80-1c80 MSK-V23-01-FL02-AP68                MSK-V23                 10.14.240.47    AP7052DN        nor    1   66D:1H:0M:44S    P
2150  9835-ed80-16e0 MSK-V23-01-FL02-AP74                MSK-V23                 -               AP7052DN        fault  0   -                -
2151  9835-ed80-1800 MSK-V23-01-FL02-AP75                MSK-V23                 10.14.240.52    AP7052DN        nor    2   66D:1H:0M:36S    P
2152  9835-ed80-1240 MSK-V23-01-FL02-AP78                MSK-V23                 10.14.240.53    AP7052DN        nor    1   66D:1H:0M:40S    P
2153  9835-ed80-15e0 MSK-V23-01-FL02-AP79                MSK-V23                 10.14.240.48    AP7052DN        nor    2   66D:1H:0M:22S    P
2154  9835-ed80-0f00 MSK-V23-01-FL02-AP84                MSK-V23                 10.14.240.54    AP7052DN        nor    0   66D:1H:0M:43S    P
2155  9835-ed80-12e0 MSK-V23-01-FL02-AP80                MSK-V23                 10.14.240.55    AP7052DN        nor    0   66D:1H:0M:38S    P
2156  745a-aae4-4400 V19-C-04_005                        MSK-V19                 10.22.148.237   AP5130DN        nor    1   67D:6H:44M:12S   -
2157  9835-ed80-1180 MSK-V23-01-FL02-AP85                MSK-V23                 10.14.240.45    AP7052DN        nor    0   66D:1H:0M:37S    P
2158  9835-ed80-1640 MSK-V23-01-FL02-AP86                MSK-V23                 10.14.240.49    AP7052DN        nor    0   66D:0H:56M:2S    P
2159  9835-ed80-1120 MSK-V23-01-FL02-AP91                MSK-V23                 10.14.240.51    AP7052DN        nor    1   66D:0H:56M:5S    P
2160  9835-ed80-14a0 MSK-V23-01-FL02-AP89                MSK-V23                 10.14.240.50    AP7052DN        nor    0   46D:1H:51M:48S   P
2161  04b0-e74a-3480 OMS-SBT-KRA-111-FL05-AP.3480        OMS-SBT-KRA-111         172.29.87.67    AP6150DN        nor    0   1D:6H:24M:4S     -
2162  04b0-e74a-3560 OMS-SBT-KRA-111-FL05-AP.3560        OMS-SBT-KRA-111         172.29.87.68    AP6150DN        nor    0   1D:6H:24M:5S     -
2163  04b0-e74a-35c0 OMS-SBT-KRA-111-FL05-AP.35c0        OMS-SBT-KRA-111         172.29.87.69    AP6150DN        nor    0   1D:6H:23M:39S    -
2164  9835-ed80-1780 MSK-V23-01-FL02-AP93                MSK-V23                 10.14.240.56    AP7052DN        nor    0   66D:0H:56M:5S    P
2165  9835-ed80-1620 MSK-V23-01-FL02-AP92                MSK-V23                 10.14.240.57    AP7052DN        nor    1   66D:0H:56M:5S    P
2166  8866-3903-c3c0 SAM-9054-0383-CCC-AP.c3c0           CCC-Common-Group        100.102.40.22   AP6150DN        nor    0   1D:18H:49M:9S    -
2167  8866-3903-c300 SAM-9054-0383-CCC-AP.c300           CCC-Common-Group        100.102.40.20   AP6150DN        nor    0   1D:18H:48M:53S   -
2168  8866-3903-c8e0 SAM-9054-0383-CCC-AP.c8e0           CCC-Common-Group        100.102.40.18   AP6150DN        nor    0   1D:18H:49M:15S   -
2169  8866-3903-c640 SAM-9054-0383-CCC-AP.c640           CCC-Common-Group        100.102.40.19   AP6150DN        nor    0   1D:18H:49M:6S    -
2170  8866-3903-c600 SAM-9054-0383-CCC-AP.c600           CCC-Common-Group        100.102.40.21   AP6150DN        nor    0   1D:18H:49M:15S   -
2171  9835-ed80-19c0 MSK-V23-01-FL03-AP36                MSK-V23                 10.14.240.29    AP7052DN        nor    0   66D:0H:56M:2S    P
2172  745a-aae4-3060 V19-B-06_b6.69-1                    MSK-V19                 10.22.148.133   AP5130DN        nor    15  66D:2H:34M:34S   -
2173  745a-aae4-2fc0 V19-B-06_b6.72-1                    MSK-V19                 10.22.148.240   AP5130DN        nor    10  66D:2H:34M:17S   -
2174  8866-3903-e040 MSK-D10-CH-APE040                   MSK-D10-CH              10.22.154.31    AP6150DN        nor    0   1D:5H:46M:24S    -
2175  8866-3903-e0e0 MSK-D10-CH-APE0E0                   MSK-D10-CH              10.22.154.32    AP6150DN        nor    0   65D:5H:30M:14S   -
2176  04b0-e74a-34c0 OMS-SBT-KRA-111-FL04-AP.34c0        OMS-SBT-KRA-111         172.29.87.70    AP6150DN        nor    1   1D:6H:23M:56S    -
2177  04b0-e74a-3520 OMS-SBT-KRA-111-FL04-AP.3520        OMS-SBT-KRA-111         172.29.87.71    AP6150DN        nor    1   1D:6H:23M:37S    -
2178  446a-2e18-e380 TLT-TRA-CKR-AP.e380                 TLT-TRA-CKR             100.70.12.130   AP5030DN        nor    0   1D:18H:49M:9S    -
2179  446a-2e18-e400 TLT-TRA-CKR-AP.e400                 TLT-TRA-CKR             100.70.12.146   AP5030DN        nor    0   1D:18H:48M:42S   -
2180  8866-3903-c420 RUB-8644-0218-AP.c420               CCC-Common-Group        100.106.191.98  AP6150DN        nor    0   1D:18H:49M:9S    -
2181  8866-3903-c400 RUB-8644-0218-AP.c400               CCC-Common-Group        100.106.191.99  AP6150DN        nor    0   1D:18H:49M:10S   -
2182  8866-3903-c340 RUB-8644-0218-AP.c340               CCC-Common-Group        100.106.191.100 AP6150DN        nor    0   1D:18H:49M:7S    -
2183  8866-3903-c360 RUB-8644-0218-AP.c360               CCC-Common-Group        100.106.191.101 AP6150DN        nor    0   1D:18H:49M:5S    -
2184  8866-3903-e820 MSK-CG-BYak18-FL04-AP.e820          MSK-CG                  25.19.128.236   AP6150DN        nor    1   15D:7H:3M:32S    -
2185  8866-3903-ef40 SAM-9054-0582-CCC-AP.ef40           CCC-Common-Group        100.102.40.5    AP6150DN        nor    0   1D:18H:49M:2S    -
2186  8866-3903-f0c0 SAM-9054-0582-CCC-AP.f0c0           CCC-Common-Group        100.102.40.9    AP6150DN        nor    0   1D:18H:48M:39S   -
2187  8866-3904-0e80 SAM-9054-0582-CCC-AP.0e80           CCC-Common-Group        100.102.40.8    AP6150DN        nor    0   1D:18H:49M:14S   -
