Total AP information:
fault : fault           [56]
idle  : idle            [9]
nor   : normal          [2305]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
1932  04b0-e74a-23e0 BRN-SBT-AP..23e0                    BRN-SBT                 172.29.196.200  AP6150DN        nor    0   92D:16H:4M:27S   -
1933  04b0-e74a-1c20 BRN-SBT-AP..1c20                    BRN-SBT                 172.29.196.198  AP6150DN        nor    0   92D:16H:4M:28S   -
1934  04b0-e74a-1e00 BRN-SBT-AP..1e00                    BRN-SBT                 172.29.196.203  AP6150DN        nor    2   92D:16H:4M:40S   -
1935  04b0-e74a-1ba0 BRN-SBT-AP..1ba0                    BRN-SBT                 172.29.196.202  AP6150DN        nor    0   92D:16H:4M:31S   -
1936  04b0-e74a-1ce0 BRN-SBT-AP..1ce0                    BRN-SBT                 172.29.196.195  AP6150DN        nor    0   92D:16H:4M:36S   -
1937  04b0-e74a-1be0 BRN-SBT-AP..1be0                    BRN-SBT                 172.29.196.199  AP6150DN        nor    0   92D:16H:4M:39S   -
1938  8866-3903-ed00 SHD-SBT-AP..ed00                    SHD-SBT                 100.100.103.33  AP6150DN        nor    0   7D:10H:5M:47S    -
1939  48ad-0840-0ec0 MSK-BA6-AP..0ec0                    MSK-BA6                 10.14.234.20    AP5030DN        nor    2   104D:11H:7M:19S  -
1940  8866-3903-ed20 SHD-SBT-AP..ed20                    SHD-SBT                 100.100.103.47  AP6150DN        nor    2   16D:19H:32M:55S  -
1941  8866-3903-ece0 SHD-SBT-AP..ece0                    SHD-SBT                 100.100.103.36  AP6150DN        nor    0   16D:19H:33M:4S   -
1942  8866-3903-ec80 SHD-SBT-AP..ec80                    SHD-SBT                 100.100.103.34  AP6150DN        nor    0   16D:19H:33M:12S  -
1943  8866-3903-ecc0 SHD-SBT-AP..ecc0                    SHD-SBT                 100.100.103.45  AP6150DN        nor    0   16D:19H:33M:3S   -
1944  a8ca-7bb8-20c0 MSK-BA6-AP..20c0                    MSK-BA6                 10.14.234.123   AP5030DN        nor    2   104D:11H:7M:58S  -
1945  8866-3903-e8a0 SHD-SBT-AP..e8a0                    SHD-SBT                 100.100.103.44  AP6150DN        nor    3   16D:19H:33M:13S  -
1946  a8ca-7bb8-2980 MSK-BA6-AP..2980                    MSK-BA6                 10.14.234.129   AP5030DN        nor    1   104D:11H:8M:40S  -
1947  bc62-0e2f-8fa0 MSK-BA6-AP..8fa0                    MSK-BA6                 10.14.234.124   AP5030DN        nor    1   104D:11H:8M:46S  -
1948  bc62-0e2f-67c0 MSK-BA6-AP..67c0                    MSK-BA6                 10.14.234.14    AP5030DN        nor    2   46D:11H:45M:5S   -
1949  745a-aae4-38c0 MSK-BA6-AP..38c0                    MSK-BA6                 10.14.234.16    AP5130DN        nor    0   4D:6H:48M:51S    -
1950  a8ca-7bb8-29e0 MSK-BA6-AP..29e0                    MSK-BA6                 10.14.234.3     AP5030DN        nor    3   24D:9H:19M:1S    -
1951  88cf-982b-89e0 MSK-V23-ROBOTICS-AP89E0             MSK-V23-ROBOTICS        10.14.242.9     AP5030DN        nor    11  44D:18H:57M:37S  -
1952  04b0-e72d-6600 MSK-V23-ROBOTICS-AP6600             MSK-V23-ROBOTICS        10.14.242.5     AP6050DN        nor    1   44D:18H:51M:35S  -
1953  04b0-e72d-94e0 MSK-V23-ROBOTICS-AP94E0             MSK-V23-ROBOTICS        10.14.242.2     AP6050DN        nor    0   44D:18H:51M:33S  -
1954  04b0-e72d-c940 MSK-V23-ROBOTICS-APC940             MSK-V23-ROBOTICS        10.14.242.4     AP6050DN        nor    0   44D:18H:51M:35S  -
1955  04b0-e72d-c720 MSK-V23-ROBOTICS-APC720             MSK-V23-ROBOTICS        10.14.242.1     AP6050DN        nor    0   44D:18H:51M:43S  -
1956  04b0-e72d-af20 MSK-V23-ROBOTICS-APAF20             MSK-V23-ROBOTICS        10.14.242.3     AP6050DN        nor    0   44D:18H:51M:41S  -
1957  04b0-e72d-c7e0 MSK-V23-ROBOTICS-APC7E0             MSK-V23-ROBOTICS        10.14.242.8     AP6050DN        nor    1   44D:18H:51M:34S  -
1958  04b0-e72d-c800 MSK-V23-ROBOTICS-APC800             MSK-V23-ROBOTICS        10.14.242.7     AP6050DN        nor    0   44D:18H:51M:32S  -
1959  04b0-e72d-c6e0 MSK-V23-ROBOTICS-APC6E0             MSK-V23-ROBOTICS        10.14.242.6     AP6050DN        nor    0   44D:18H:51M:35S  -
1960  a08c-f8d2-2c20 NOV-8629-01866-AP01                 CCC-Common-Group        100.120.159.242 AP6150DN        nor    0   18D:16H:51M:21S  -
1961  a08c-f8d2-2cc0 NOV-8629-01866-AP03                 CCC-Common-Group        100.120.159.241 AP6150DN        nor    0   18D:16H:51M:24S  -
1962  a08c-f8d2-33c0 NOV-8629-01866-AP02                 CCC-Common-Group        100.120.159.243 AP6150DN        nor    0   18D:16H:51M:19S  -
1963  8866-3903-dba0 ARH-8637-0201-CCC-AP01              CCC-Common-Group        100.103.188.4   AP6150DN        nor    0   22D:9H:14M:32S   -
1964  8866-3904-2140 BAL-9040-00100-CCC-AP2140           CCC-Common-Group        100.107.65.69   AP6150DN        nor    2   44D:18H:58M:49S  -
1965  a08c-f8d2-3440 BAL-9040-00100-CCC-AP2440           CCC-Common-Group        100.107.65.66   AP6150DN        nor    0   44D:18H:58M:50S  -
1966  a08c-f8d2-2fc0 BAL-9040-00100-CCC-AP2FC0           CCC-Common-Group        100.107.65.71   AP6150DN        nor    1   44D:18H:59M:0S   -
1967  8866-3904-2200 BAL-9040-00100-CCC-AP220            CCC-Common-Group        100.107.65.68   AP6150DN        nor    0   44D:18H:58M:51S  -
1968  a08c-f8d2-3400 BAL-9040-00100-CCC-AP3400           CCC-Common-Group        100.107.65.74   AP6150DN        nor    0   44D:18H:58M:58S  -
1969  a08c-f8d2-2fa0 BAL-9040-00100-CCC-AP2FA0           CCC-Common-Group        100.107.65.70   AP6150DN        nor    0   44D:18H:58M:51S  -
1970  a08c-f8d2-2ac0 BAL-9040-00100-CCC-AP2AC0           CCC-Common-Group        100.107.65.73   AP6150DN        nor    0   44D:18H:59M:19S  -
1971  a08c-f8d2-2a80 BAL-9040-00100-CCC-AP2A80           CCC-Common-Group        100.107.65.72   AP6150DN        nor    0   44D:18H:59M:27S  -
1972  a08c-f8d2-3300 BAL-9040-00100-CCC-AP3300           CCC-Common-Group        100.107.65.67   AP6150DN        nor    0   44D:18H:59M:13S  -
1973  a08c-f8d2-32c0 VOR-9013-00199-CCC-AP32C0           CCC-Common-Group        100.109.6.2     AP6150DN        nor    1   14D:18H:4M:36S   -
1974  8866-3904-1680 VOR-9013-00199-CCC-AP1680           CCC-Common-Group        100.109.6.4     AP6150DN        nor    0   14D:18H:4M:29S   -
1975  8866-3903-d620 VOR-9013-00199-CCC-APD620           CCC-Common-Group        100.109.6.3     AP6150DN        nor    0   14D:18H:4M:28S   -
1976  a08c-f8d2-3180 CHE-8613-0048-CCC-AP01              CCC-Common-Group        100.97.142.18   AP6150DN        nor    0   23D:15H:4M:3S    -
1977  a08c-f8d2-2aa0 RYZ-8606-00060-AP03                 CCC-Common-Group        100.107.160.38  AP6150DN        nor    0   44D:18H:58M:23S  -
1978  a08c-f8d2-2a60 RYZ-8606-00060-AP01                 CCC-Common-Group        100.107.160.36  AP6150DN        nor    0   44D:18H:58M:19S  -
1979  a08c-f8d2-2ae0 RYZ-8606-00060-AP02                 CCC-Common-Group        100.107.160.37  AP6150DN        nor    0   44D:18H:58M:11S  -
1980  8866-3904-2100 TVE-8607-0181-CCC-AP02              CCC-Common-Group        100.107.207.68  AP6150DN        nor    0   22D:4H:31M:7S    -
1981  8866-3904-21a0 TVE-8607-0181-CCC-AP01              CCC-Common-Group        100.107.207.67  AP6150DN        nor    0   44D:18H:58M:27S  -
1982  8866-3904-2260 TVE-8607-0181-CCC-AP03              CCC-Common-Group        100.107.207.66  AP6150DN        nor    0   22D:4H:31M:10S   -
1983  8866-3904-1540 MUR-8627-1861-CCC-AP02              CCC-Common-Group        100.120.140.7   AP6150DN        nor    0   10D:6H:24M:41S   -
1984  8866-3903-e280 MUR-8627-1861-CCC-AP03              CCC-Common-Group        100.120.140.5   AP6150DN        nor    0   10D:4H:56M:7S    -
1985  8866-3903-db40 MUR-8627-1861-CCC-AP01              CCC-Common-Group        100.120.140.6   AP6150DN        nor    0   10D:6H:25M:10S   -
1986  a08c-f8d2-2e00 KIR-8612-0173-CCC-AP01              CCC-Common-Group        100.97.78.2     AP6150DN        nor    0   23D:15H:4M:32S   -
1987  a08c-f8d2-2d20 KIR-8612-0173-CCC-AP02              CCC-Common-Group        100.97.78.1     AP6150DN        nor    0   23D:15H:4M:31S   -
1988  a08c-f8d2-3380 KAL-8626-1859-CCC-AP02              CCC-Common-Group        100.120.170.3   AP6150DN        nor    0   18D:16H:51M:42S  -
1989  a08c-f8d2-3340 KAL-8626-1859-CCC-AP03              CCC-Common-Group        100.120.170.4   AP6150DN        nor    0   18D:16H:51M:28S  -
1990  a08c-f8d2-3320 KAL-8626-1859-CCC-AP01              CCC-Common-Group        100.120.170.2   AP6150DN        nor    0   18D:16H:51M:25S  -
1991  8866-3903-e2a0 ARH-8637-0201-CCC-AP02              CCC-Common-Group        100.103.188.5   AP6150DN        nor    0   22D:9H:14M:37S   -
1992  8866-3903-dbc0 ARH-8637-0201-CCC-AP03              CCC-Common-Group        100.103.188.6   AP6150DN        nor    0   22D:9H:14M:35S   -
1993  a08c-f8d2-2e60 VLA-8611-0260-CCC-AP01              CCC-Common-Group        100.97.53.52    AP6150DN        nor    0   23D:15H:4M:42S   -
1994  a08c-f8d2-2ec0 VLA-8611-0260-CCC-AP02              CCC-Common-Group        100.97.53.55    AP6150DN        nor    0   23D:15H:4M:15S   -
1995  a08c-f8d2-2f20 VLA-8611-0260-CCC-AP04              CCC-Common-Group        100.97.53.51    AP6150DN        nor    0   23D:15H:4M:48S   -
1996  a08c-f8d2-2ee0 VLA-8611-0260-CCC-AP06              CCC-Common-Group        100.97.53.54    AP6150DN        nor    0   23D:15H:4M:22S   -
1997  a08c-f8d2-2f40 VLA-8611-0260-CCC-AP05              CCC-Common-Group        100.97.53.50    AP6150DN        nor    0   23D:15H:4M:31S   -
1998  a08c-f8d2-2ba0 VLA-8611-0260-CCC-AP03              CCC-Common-Group        100.97.53.53    AP6150DN        nor    0   23D:15H:4M:42S   -
1999  8866-3903-ee20 ULY-8588-0140-CCC-AP05              CCC-Common-Group        100.102.73.198  AP6150DN        nor    0   4D:11H:21M:17S   -
2000  8866-3903-e620 ULY-8588-0140-CCC-AP02              CCC-Common-Group        100.102.73.197  AP6150DN        nor    0   4D:11H:21M:24S   -
2001  8866-3903-ee40 ULY-8588-0140-CCC-AP01              CCC-Common-Group        100.102.73.199  AP6150DN        nor    0   4D:11H:21M:41S   -
2002  8866-3903-ee60 ULY-8588-0140-CCC-AP03              CCC-Common-Group        100.102.73.200  AP6150DN        nor    0   4D:11H:21M:2S    -
2003  8866-3904-0d60 DIM-8588-0305-CCC-AP02              CCC-Common-Group        100.102.73.211  AP6150DN        nor    0   29D:2H:35M:5S    -
2004  8866-3904-0e40 ULY-8588-0140-CCC-AP04              CCC-Common-Group        100.102.73.196  AP6150DN        nor    0   4D:11H:21M:23S   -
2005  8866-3904-0ca0 DIM-8588-0305-CCC-AP01              CCC-Common-Group        100.102.73.210  AP6150DN        nor    0   29D:2H:35M:15S   -
2006  0425-c55a-9d00 0425-c55a-9d00                      default                 -               AP6150DN        fault  0   -                -
2007  04b0-e749-e520 MSK-V23-01-FL03-AP50                MSK-V23                 10.14.240.100   AP6150DN        nor    1   43D:6H:33M:15S   -
2008  04b0-e749-e4c0 MSK-V23-01-FL03-AP51                MSK-V23                 10.14.240.101   AP6150DN        nor    4   43D:6H:33M:4S    -
2009  8866-3903-c4c0 KEM-8615-00195-CCC-AP05             CCC-Common-Group        100.106.127.101 AP6150DN        nor    0   18D:9H:51M:33S   P
2010  8866-3903-c6e0 KEM-8615-00195-CCC-AP04             CCC-Common-Group        100.106.127.99  AP6150DN        nor    0   18D:9H:51M:48S   P
2011  8866-3903-c5a0 KEM-8615-00195-CCC-AP03             CCC-Common-Group        100.106.127.98  AP6150DN        nor    0   18D:9H:51M:31S   P
2012  8866-3903-c500 KEM-8615-00195-CCC-AP07             CCC-Common-Group        100.106.127.100 AP6150DN        nor    0   18D:9H:52M:3S    P
2013  8866-3903-c5e0 KEM-8615-00195-CCC-AP08             CCC-Common-Group        100.106.127.103 AP6150DN        nor    0   18D:9H:52M:35S   P
2014  8866-3903-c520 KEM-8615-00195-CCC-AP01             CCC-Common-Group        100.106.127.102 AP6150DN        nor    0   18D:9H:52M:35S   P
2015  a08c-f8d2-3120 PET-8628-01865-CCC-AP02             CCC-Common-Group        100.120.145.4   AP6150DN        nor    0   18D:16H:51M:39S  -
2016  a08c-f8d2-30c0 PET-8628-01865-CCC-AP01             CCC-Common-Group        100.120.145.3   AP6150DN        nor    0   18D:16H:51M:21S  -
2017  a08c-f8d2-3160 PET-8628-01865-CCC-AP03             CCC-Common-Group        100.120.145.2   AP6150DN        nor    0   18D:16H:51M:30S  -
2018  a08c-f8d2-2f60 VOR-9013-00199-CCC-AP2F60           CCC-Common-Group        100.109.6.5     AP6150DN        nor    2   14D:18H:4M:24S   -
2019  8866-3904-1020 MSK-V23-01-FL03-AP52                MSK-V23                 -               AP6150DN        fault  0   -                -
2020  8866-3904-0440 MSK-V23-01-FL03-AP53                MSK-V23                 10.14.240.103   AP6150DN        nor    1   43D:6H:33M:3S    -
2021  8866-3904-0e60 MSK-V23-01-FL03-AP54                MSK-V23                 10.14.240.104   AP6150DN        nor    1   43D:6H:33M:9S    -
2022  a8ca-7ba9-e7a0 MSK-D10-2-10-7.11.234               MSK-D10                 10.22.154.210   AP5130DN        nor    0   98D:8H:46M:55S   -
2023  a8ca-7ba9-da60 MSK-D10-1-08-13.8.350               MSK-D10                 10.22.154.254   AP5130DN        nor    4   99D:16H:58M:54S  -
2024  04b0-e74a-0d40 MSK-KNO-03-FL05-AP.0d40             MSK-KNP-CG              10.22.155.15    AP6150DN        nor    1   4H:48M:40S       -
2025  bc62-0e2f-6460 MSK-V23-229-1.1-292                 MSK-V23                 -               -               idle   0   -                -
2026  bc62-0e2f-6440 MSK-VOL32-AP0e2f-6440               MSK-VOL32               10.22.18.207    AP5030DN        nor    1   99D:13H:39M:36S  -
2027  bc62-0e2f-63e0 MSK-VOL32-AP0e2f-63e0               MSK-VOL32               10.22.18.201    AP5030DN        nor    2   99D:13H:39M:28S  -
2028  745a-aae4-4620 MSK-V19-A-18_A18.75-1               MSK-V19                 10.22.148.224   AP5130DN        nor    1   99D:14H:34M:12S  -
2029  745a-aae4-4660 MSK-V19-A-18_A18.73-1               MSK-V19                 10.22.148.89    AP5130DN        nor    6   99D:14H:34M:22S  -
2030  745a-aae4-16c0 MSK-V19-A-18_A18.72-1               MSK-V19                 10.22.148.187   AP5130DN        nor    3   99D:14H:34M:12S  -
2031  bc62-0e2f-63c0 MSK-VOL32-AP0e2f-63c0               MSK-VOL32               10.22.18.210    AP5030DN        nor    0   99D:13H:39M:33S  -
2032  8866-3903-e6c0 MSK-VOL32-APCONF-e6c0               MSK-VOL32               10.22.18.229    AP6150DN        nor    0   99D:13H:34M:7S   -
2033  bc62-0e2f-64c0 MSK-VOL32-AP0e2f-64c0               MSK-VOL32               10.22.18.217    AP5030DN        nor    3   99D:13H:39M:18S  -
2034  8866-3903-e960 MSK-VOL32-APCONF-e960               MSK-VOL32               10.22.18.230    AP6150DN        nor    0   99D:13H:33M:52S  -
2035  8866-3903-e940 MSK-VOL32-APCONF-e940               MSK-VOL32               10.22.18.215    AP6150DN        nor    0   99D:13H:33M:56S  -
2036  bc62-0e2f-95a0 MSK-VOL32-AP0e2f-95a0               MSK-VOL32               10.22.18.227    AP5030DN        nor    1   99D:13H:39M:22S  -
2037  bc62-0e2f-6420 MSK-VOL32-AP0e2f-6420               MSK-VOL32               10.22.18.200    AP5030DN        nor    2   88D:3H:6M:7S     -
2038  745a-aae4-1660 MSK-V19-A-18_A18.70-1               MSK-V19                 10.22.148.50    AP5130DN        nor    0   99D:14H:34M:8S   -
2039  745a-aae4-1a40 MSK-V19-A-18_A18.71-1               MSK-V19                 10.22.148.45    AP5130DN        nor    1   99D:14H:34M:15S  -
2040  745a-aae4-1a80 MSK-V19-A-18_A18.69-1               MSK-V19                 10.22.148.63    AP5130DN        nor    0   99D:14H:34M:18S  -
2041  8866-3903-e4e0 MSK-VOL32-APCONF-e4e0               MSK-VOL32               10.22.18.228    AP6150DN        nor    1   99D:13H:34M:0S   -
2042  a8ca-7ba9-e5a0 MSK-D10-1-09-13.9.356               MSK-D10                 10.22.155.12    AP5130DN        nor    12  99D:16H:58M:44S  -
2043  f86e-eeb9-bb60 MSK-D10-3-04-16.3.922               MSK-D10                 10.22.154.255   AP6150DN        nor    0   99D:16H:53M:27S  -
2044  745a-aae4-4a40 MSK-V19-B-15_006-1                  MSK-V19                 10.22.148.180   AP5130DN        nor    0   99D:14H:34M:26S  -
2045  04b0-e74a-1900 MSK-D10-3-04-3.3.932                MSK-D10                 10.22.155.43    AP6150DN        nor    0   99D:16H:53M:21S  -
2046  04b0-e74a-0c40 MSK-D10-3-03-16.3.916               MSK-D10                 10.22.155.20    AP6150DN        nor    1   99D:16H:53M:18S  -
2047  f86e-eeb9-bb00 MSK-D10-3-04-3.3.924                MSK-D10                 10.22.155.3     AP6150DN        nor    0   99D:16H:53M:13S  -
2048  04b0-e74a-1860 MSK-D10-3-03-16.3.918               MSK-D10                 10.22.155.18    AP6150DN        nor    3   99D:16H:53M:21S  -
2049  bc62-0e2f-62a0 MSK-VOL32-AP0e2f-62a0               MSK-VOL32               10.22.18.204    AP5030DN        nor    1   99D:13H:39M:16S  -
2050  04b0-e74a-1800 MSK-D10-3-04-3.3.928                MSK-D10                 10.22.155.17    AP6150DN        nor    2   99D:16H:53M:38S  -
2051  04b0-e74a-17a0 MSK-D10-3-04-3.3.926                MSK-D10                 10.22.155.37    AP6150DN        nor    0   99D:16H:53M:26S  -
2052  04b0-e74a-0d60 MSK-D10-3-04-16.3.936               MSK-D10                 10.22.155.31    AP6150DN        nor    8   99D:17H:0M:40S   -
2053  745a-aae4-37e0 MSK-V19-E-04-011                    MSK-V19                 10.22.148.197   AP5130DN        nor    1   88D:9H:33M:36S   -
2054  745a-aae4-17a0 MSK-V19-B-15_B15.77-1               MSK-V19                 10.22.148.61    AP5130DN        nor    0   99D:14H:34M:16S  -
2055  745a-aae4-1a00 MSK-V19-A-15_A15.65-1               MSK-V19                 10.22.148.12    AP5130DN        nor    1   99D:14H:34M:42S  -
2056  745a-aae4-39e0 MSK-V19-B-15_B15.75-1               MSK-V19                 10.22.148.43    AP5130DN        nor    0   99D:14H:34M:42S  -
2057  745a-aae4-4aa0 MSK-V19-B-15_B15.76-1               MSK-V19                 10.22.148.80    AP5130DN        nor    1   99D:14H:34M:42S  -
2058  745a-aae4-20c0 MSK-V19-B-15_B15.71-1               MSK-V19                 10.22.148.27    AP5130DN        nor    0   99D:14H:34M:39S  -
2059  745a-aae4-1b60 MSK-V19-B-15_B15.72-1               MSK-V19                 10.22.148.59    AP5130DN        nor    1   99D:14H:34M:45S  -
2060  f86e-eeb9-e8c0 MSK-D10-3-04-3.3.930                MSK-D10                 10.22.154.181   AP6150DN        nor    2   99D:16H:53M:40S  -
2061  745a-aae4-3940 MSK-V19-B-15_B15.74-1               MSK-V19                 10.22.148.78    AP5130DN        nor    0   99D:14H:34M:48S  -
2062  745a-aae4-3760 MSK-V19-B-15_B15.78-1               MSK-V19                 10.22.148.79    AP5130DN        nor    0   99D:14H:34M:44S  -
2063  745a-aae4-1ac0 MSK-V19-AP1ac0                      MSK-V19+IOT             10.22.148.56    AP5130DN        nor    0   3D:3H:48M:31S    -
2064  f86e-eeb9-e720 MSK-D10-3-04-3.3.954                MSK-D10                 10.22.155.33    AP6150DN        nor    0   99D:16H:53M:27S  -
2065  f86e-eeb9-bbe0 MSK-D10-3-04-16.3.942               MSK-D10                 10.22.154.180   AP6150DN        nor    0   99D:16H:54M:18S  -
2066  f86e-eeb9-e940 MSK-D10-3-04-3.3.950                MSK-D10                 10.22.155.16    AP6150DN        nor    0   99D:16H:54M:13S  -
2067  f86e-eeb9-d8c0 MSK-D10-3-04-16.3.940               MSK-D10                 10.22.154.252   AP6150DN        nor    1   99D:16H:54M:26S  -
2068  f86e-eeb9-e860 MSK-D10-3-04-3.3.948                MSK-D10                 10.22.155.0     AP6150DN        nor    3   99D:16H:54M:23S  -
2069  f86e-eeb9-e4e0 MSK-D10-3-04-3.3.956                MSK-D10                 10.22.155.42    AP6150DN        nor    2   99D:16H:54M:28S  -
2070  f86e-eeb9-e9c0 MSK-D10-3-04-16.3.938               MSK-D10                 10.22.155.29    AP6150DN        nor    5   99D:16H:54M:27S  -
2071  f86e-eeb9-e980 MSK-D10-3-04-3.3.944                MSK-D10                 10.22.155.21    AP6150DN        nor    1   99D:16H:54M:31S  -
2072  f86e-eeb9-e9e0 MSK-D10-3-04-3.3.952                MSK-D10                 10.22.155.2     AP6150DN        nor    1   99D:16H:54M:33S  -
2073  f86e-eeb9-e920 MSK-D10-3-04-3.3.946                MSK-D10                 10.22.155.32    AP6150DN        nor    2   99D:16H:54M:18S  -
2074  bc62-0e2f-7ae0 MSK-VOL32-AP7ae0                    MSK-VOL32               10.22.18.232    AP5030DN        nor    0   99D:13H:25M:54S  -
2075  bc62-0e2f-6240 MSK-VOL32-AP6240                    MSK-VOL32               10.22.18.231    AP5030DN        nor    0   99D:13H:24M:38S  -
2076  745a-aae4-2720 MSK-VOL32-AP3.31-2720               MSK-VOL32               10.22.18.225    AP5130DN        nor    2   99D:13H:39M:24S  -
2077  8866-3903-ec20 UPO12-B03-FL02-AP14                 MSK-UPO-03-FL02         10.14.4.25      AP6150DN        nor    1   95D:5H:34M:11S   -
2078  04b0-e74a-1420 MSK-D10-CH-AP1420                   MSK-D10-CH              10.22.154.25    AP6150DN        nor    10  80D:1H:17M:38S   -
2079  8866-3903-e7e0 8866-3903-e7e0                      MSK-60Y                 10.14.232.28    AP6150DN        nor    1   23D:4H:51M:20S   -
2080  bc62-0e2f-5320 MSK-V19-D-02-008-test               MSK-V19                 10.22.148.173   AP5030DN        nor    0   88D:9H:32M:24S   -
2081  a8ca-7ba9-e3a0 MSK-D10-TEST                        MSK-D10                 10.22.154.10    AP5130DN        nor    1   99D:16H:59M:26S  -
2082  8866-3903-f340 V19-B-09-009-f340                   MSK-V19                 10.22.148.174   AP6150DN        nor    0   99D:13H:36M:53S  -
2083  8866-3903-e5c0 V19-B-09-010-e5c0                   MSK-V19                 10.22.148.200   AP6150DN        nor    0   99D:13H:36M:45S  -
2084  8866-3903-e100 baget-3903-e100                     MSK-60Y                 -               AP6150DN        fault  0   -                -
2085  8866-3903-db60 YAR-0017-0318-AP02                  CCC-Common-Group        100.103.82.2    AP6150DN        nor    0   93D:23H:25M:51S  -
2086  8866-3903-dc80 YAR-0017-0318-AP01                  CCC-Common-Group        100.103.82.4    AP6150DN        nor    0   93D:23H:25M:51S  -
2087  8866-3903-da80 YAR-0017-0318-AP03                  CCC-Common-Group        100.103.82.3    AP6150DN        nor    0   93D:23H:25M:42S  -
2088  d0d0-4bd3-75e0 MSK-O41-CG-AP..75e0                 MSK-O41-CG              10.17.192.91    AP5130DN        nor    0   93D:7H:26M:27S   -
2089  d494-e817-a860 MSK-O41-CG-AP..a860                 MSK-O41-CG              10.17.192.92    AP5130DN        nor    0   93D:6H:55M:27S   -
2090  04b0-e72d-6740 04b0-e72d-6740                      MSK-V19                 10.14.240.35    AP6050DN        nor    1   20D:22H:32M:22S  -
2091  04b0-e749-e540 MSK-V23-01-FL03-AP55                MSK-V23                 10.14.240.105   AP6150DN        nor    2   43D:6H:33M:6S    -
2092  8866-3903-e840 SKV-8617-0078-CCC-AP03              CCC-Common-Group        100.101.255.4   AP6150DN        nor    0   5D:15H:31M:48S   -
2093  8866-3903-dae0 SKV-8617-0078-CCC-AP02              CCC-Common-Group        100.101.255.5   AP6150DN        nor    0   5D:15H:31M:53S   -
2094  8866-3903-dac0 SKV-8617-0078-CCC-AP01              CCC-Common-Group        100.101.255.6   AP6150DN        nor    0   5D:15H:31M:51S   -
2095  8866-3903-d0c0 8866-3903-d0c0                      RND-COS-27B             172.29.53.14    AP6150DN        nor    0   9D:4H:8M:52S     -
2096  04b0-e749-e6a0 MSK-UPO12-B06-FL02_AP05             MSK-UPO-06-FLXX         10.22.144.12    AP6150DN        nor    2   11D:7H:58M:2S    -
2097  bc62-0e2f-9320 Suschevskaya20-003                  MSK-CG                  25.32.20.228    AP5030DN        nor    1   81D:4H:54M:35S   -
2098  bc62-0e2f-9180 Suschevskaya20-006                  MSK-CG                  25.32.20.231    AP5030DN        nor    2   81D:4H:53M:38S   -
2099  8866-3903-df20 Suschevskaya20-005                  MSK-CG                  25.32.20.230    AP6150DN        nor    0   81D:4H:54M:4S    -
2100  745a-aae4-2080 V19-A-12_a12.47-1                   MSK-V19                 10.22.148.198   AP5130DN        nor    6   81D:4H:39M:26S   -
2101  04b0-e74a-0240 621-e74a-0240                       SPB-SBT-KFA-008         172.29.109.10   AP6150DN        nor    3   1D:2H:9M:38S     -
2102  04b0-e74a-12c0 MSK-D10-CH-AP12C0                   MSK-D10-CH              10.22.154.29    AP6150DN        nor    0   80D:1H:17M:24S   -
2103  8866-3903-c9a0 NKZ-8615-0198-CCC-AP03              CCC-Common-Group        100.106.127.116 AP6150DN        nor    0   43D:3H:37M:10S   -
2104  8866-3903-c960 NKZ-8615-0198-CCC-AP04              CCC-Common-Group        100.106.127.117 AP6150DN        nor    0   43D:3H:37M:16S   -
2105  8866-3903-c380 NKZ-8615-0198-CCC-AP02              CCC-Common-Group        100.106.127.118 AP6150DN        nor    0   43D:3H:37M:9S    -
2106  8866-3903-c560 NKZ-8615-0198-CCC-AP01              CCC-Common-Group        100.106.127.119 AP6150DN        nor    0   43D:3H:37M:19S   -
2107  8866-3903-fc40 UPO12-B01-FL09-AP-02                MSK-UPO-01-FLXX-ONLY_5G 10.14.2.96      AP6150DN        nor    2   8D:17H:54M:20S   -
2108  8866-3903-f8e0 UPO12-B01-FL12-AP-03                MSK-UPO-01-FLXX         10.14.2.80      AP6150DN        nor    4   8D:17H:54M:17S   -
2109  04b0-e749-ee00 UPO12-B01-FL06-AP-15                MSK-UPO-01-FLXX         10.14.1.1       AP6150DN        nor    3   8D:16H:58M:55S   -
2110  8866-3904-21e0 UPO12-B01-FL04-AP-11                MSK-UPO-01-FLXX         10.14.1.137     AP6150DN        nor    2   8D:16H:57M:56S   -
2111  8866-3904-0ac0 UPO12-B01-FL12-AP-13                MSK-UPO-01-FLXX         10.14.2.128     AP6150DN        nor    1   8D:17H:54M:15S   -
2112  04b0-e749-f080 UPO12-B01-FL06-AP-25                MSK-UPO-01-FLXX-ONLY_5G 10.14.1.138     AP6150DN        nor    1   8D:16H:57M:57S   -
2113  8866-3903-e680 HBR-9070-0118-CCC-AP.E680           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2114  8866-3903-e7a0 HBR-9070-0118-CCC-AP.E7A0           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2115  8866-3903-eb80 HBR-9070-0118-CCC-AP.EB80           CCC-Common-Group        -               AP6150DN        fault  0   -                -
2116  8866-3904-21c0 1.314-3904-21c0                     MSK-V19                 -               AP6150DN        fault  0   -                -
