Total AP information:
fault : fault           [56]
idle  : idle            [9]
nor   : normal          [2305]
ExtraInfo : Extra information
P     : insufficient power supply
---------------------------------------------------------------------------------------------------------------------------------------------------------------
ID    MAC            Name                                Group                   IP              Type            State  STA Uptime           ExtraInfo
518   a8ca-7ba9-de40 CHA-0-03-3.3.892                    MSK-CHA                 10.22.143.11    AP5130DN        nor    2   35D:7H:40M:9S    -
519   2cab-0062-5560 CHA-0-03-3.3.894                    MSK-CHA                 10.22.143.139   AP5130DN        nor    0   35D:7H:40M:10S   -
520   2cab-0062-4fc0 CHA-0-03-3.3.910                    MSK-CHA                 10.22.143.14    AP5130DN        nor    2   35D:7H:40M:14S   -
521   2cab-0062-55c0 CHA-0-03-3.3.896                    MSK-CHA                 10.22.143.1     AP5130DN        nor    1   35D:7H:40M:15S   -
522   a8ca-7ba9-df80 CHA-0-03-3.3.898                    MSK-CHA                 10.22.143.12    AP5130DN        nor    5   35D:7H:40M:16S   -
523   2cab-0062-54c0 CHA-0-03-3.3.902                    MSK-CHA                 10.22.143.140   AP5130DN        nor    7   35D:7H:40M:16S   -
524   2cab-0062-5520 CHA-0-03-3.3.906                    MSK-CHA                 10.22.143.8     AP5130DN        nor    1   35D:7H:40M:8S    -
525   2cab-0062-5500 CHA-0-03-3.3.912                    MSK-CHA                 10.22.143.142   AP5130DN        nor    5   35D:7H:40M:9S    -
526   2cab-0062-4fa0 CHA-0-03-3.3.900                    MSK-CHA                 10.22.143.2     AP5130DN        nor    10  35D:7H:40M:16S   -
527   8866-3903-f6a0 MSK-CHA-AP.f6a0                     MSK-CHA                 -               AP6150DN        fault  0   -                -
528   8866-3903-f660 MSK-CHA-AP.f660                     MSK-CHA                 10.22.143.42    AP6150DN        nor    2   35D:6H:38M:33S   -
529   8866-3903-f680 MSK-CHA-AP.f680                     MSK-CHA                 10.22.143.43    AP6150DN        nor    0   35D:6H:38M:25S   -
530   8866-3903-f6e0 MSK-CHA-AP.f6e0                     MSK-CHA                 10.22.143.160   AP6150DN        nor    7   35D:6H:38M:28S   -
531   8866-3903-f720 MSK-CHA-AP.f720                     MSK-CHA                 10.22.143.44    AP6150DN        nor    0   35D:6H:38M:34S   -
532   04b0-e72d-c5e0 MSK-CG-V23-1.240-e72d-c5e0          MSK-CG                  10.14.240.7     AP6050DN        nor    0   23D:4H:24M:44S   -
533   745a-aae4-2fa0 MSK-V19-A-13_a13.64-1               MSK-V19                 10.22.148.62    AP5130DN        nor    6   99D:14H:46M:56S  -
534   8866-3904-1260 NSB-8047-0001-CCC-AP.1260           CCC-Common-Group        100.106.0.101   AP6150DN        nor    0   25D:4H:50M:20S   -
535   bc62-0e2f-7d00 V19-B-04-001_B4.82-4                MSK-V19                 10.22.148.185   AP5030DN        nor    2   23D:5H:30M:4S    -
536   745a-aae4-1ee0 MSK-V19-E-03_e3.1.52-1              MSK-V19                 10.22.148.250   AP5130DN        nor    0   99D:14H:38M:40S  -
537   745a-aae4-2020 MSK-V19-E-03_e3.1.53-1              MSK-V19                 10.22.148.210   AP5130DN        nor    0   99D:14H:38M:32S  -
538   745a-aae4-2ec0 MSK-V19-E-03_e3.1.54-1              MSK-V19                 10.22.148.105   AP5130DN        nor    2   99D:14H:38M:32S  -
539   745a-aae4-3120 MSK-V19-E-03_e3.1.56-1              MSK-V19                 10.22.148.15    AP5130DN        nor    0   65D:8H:42M:17S   -
540   2cab-0062-5420 MSK-VOLG32-2cab-0062-5420           MSK-VOL32               10.22.18.219    AP5130DN        nor    0   99D:13H:39M:32S  -
541   bc62-0e2f-5100 MSK-V19-B-01-Sevastopol             MSK-V19                 10.22.148.125   AP5030DN        nor    0   99D:14H:38M:32S  -
542   8866-3903-f620 MSK-CHA-AP.f620                     MSK-CHA                 10.22.143.159   AP6150DN        nor    2   35D:6H:38M:21S   -
543   bc62-0e2f-5240 MSK-V19-B-02-Okno30-UTP             MSK-CG                  10.22.148.132   AP5030DN        nor    0   102D:7H:27M:39S  -
544   745a-aacf-ede0 MSK-KNP-APede0                      MSK-KNP-CG              10.14.248.148   AP5030DN        nor    0   104D:13H:30M:33S -
545   bc62-0e2f-5360 MSK-V19-B-01-Smolensk_LN63          MSK-V19                 10.22.148.67    AP5030DN        nor    1   99D:14H:26M:6S   -
546   bc62-0e2f-7ce0 MSK-V19-B-01-008                    MSK-V19                 10.22.148.29    AP5030DN        nor    0   99D:14H:26M:10S  -
547   bc62-0e2f-7e40 MSK-V19-B-02-10                     MSK-V19                 10.22.148.235   AP5030DN        nor    1   67D:7H:45M:47S   -
548   745a-aae4-3260 MSK-V19-E-03_e3.1.55-1              MSK-V19                 10.22.148.249   AP5130DN        nor    2   99D:14H:26M:12S  -
549   745a-aae4-2100 MSK-V19-A-13_a13.66-1               MSK-V19                 10.22.148.227   AP5130DN        nor    0   99D:14H:26M:15S  -
550   745a-aae4-3180 MSK-V19-A-13_a13.65-1               MSK-V19                 10.22.148.234   AP5130DN        nor    3   99D:14H:26M:12S  -
551   745a-aae4-25a0 MSK-V19-A-13_a13.62-1               MSK-V19                 10.22.148.216   AP5130DN        nor    5   99D:14H:26M:10S  -
552   04b0-e72d-c7a0 MSK-V23-e72d-c7a0                   MSK-V19                 10.14.240.12    AP6050DN        nor    0   22D:7H:43M:54S   -
553   745a-aad0-0680 MSK-KNP-AP0680                      MSK-KNP-CG              10.14.248.145   AP5030DN        nor    5   104D:13H:24M:35S -
554   745a-aae4-32a0 MSK-V19-D-04_f4.101-1               MSK-V19                 10.22.148.222   AP5130DN        nor    0   99D:14H:26M:6S   -
555   745a-aae4-31e0 MSK-V19-D-04_f4.96-1                MSK-V19                 10.22.148.172   AP5130DN        nor    0   99D:14H:26M:19S  -
556   745a-aae4-2160 MSK-V19-D-04_f4.95-1                MSK-V19                 10.22.148.2     AP5130DN        nor    0   99D:14H:26M:54S  -
557   745a-aae4-2120 MSK-V19-D-04_f4.98-1                MSK-V19                 10.22.148.213   AP5130DN        nor    1   99D:14H:26M:57S  -
558   745a-aae4-17e0 MSK-V19-D-04_f4.94-1                MSK-V19                 10.22.148.154   AP5130DN        nor    0   99D:14H:26M:53S  -
559   745a-aae4-1780 MSK-V19-B-07-09_B7.51-3             MSK-V19                 10.22.148.194   AP5130DN        nor    0   23D:5H:30M:10S   -
560   a8ca-7bb8-1f60 MSK-V19-B-06-B6.62.1                MSK-V19                 10.22.148.22    AP5030DN        nor    4   99D:14H:26M:48S  -
561   a8ca-7ba9-d3e0 MSK-D10-1-08-13.8.457               MSK-D10                 10.22.154.204   AP5130DN        nor    0   78D:7H:13M:9S    -
562   a8ca-7ba9-e520 CHA-0-02-2.2.932                    MSK-CHA                 10.22.143.143   AP5130DN        nor    3   99D:17H:21M:59S  -
563   a8ca-7ba9-d920 CHA-0-02-2.2.916                    MSK-CHA                 10.22.143.144   AP5130DN        nor    5   99D:17H:22M:1S   -
564   2cab-0062-54e0 CHA-0-02-2.2.928                    MSK-CHA                 10.22.143.3     AP5130DN        nor    5   99D:17H:21M:47S  -
565   2cab-0062-53a0 CHA-0-02-2.2.934                    MSK-CHA                 10.22.143.145   AP5130DN        nor    9   99D:17H:22M:0S   -
566   a8ca-7ba9-e0a0 CHA-0-02-2.2.930                    MSK-CHA                 10.22.143.146   AP5130DN        nor    2   99D:17H:21M:43S  -
567   2cab-0062-5600 CHA-0-02-2.2.936                    MSK-CHA                 10.22.143.4     AP5130DN        nor    0   99D:17H:21M:50S  -
568   2cab-0062-5440 CHA-0-02-2.2.918                    MSK-CHA                 10.22.143.5     AP5130DN        nor    3   99D:17H:21M:45S  -
569   a8ca-7ba9-e000 CHA-0-02-2.2.920                    MSK-CHA                 10.22.143.6     AP5130DN        nor    2   99D:17H:21M:48S  -
570   a8ca-7ba9-dd20 CHA-0-01-1.11.10                    MSK-CHA                 10.22.143.10    AP5130DN        nor    6   99D:17H:21M:49S  -
571   a8ca-7ba9-e280 CHA-0-01-1.11.8                     MSK-CHA                 10.22.143.23    AP5130DN        nor    5   99D:17H:21M:58S  -
572   a8ca-7ba9-dc20 CHA-0-01-1.11.5                     MSK-CHA                 10.22.143.24    AP5130DN        nor    8   99D:17H:21M:48S  -
573   a8ca-7ba9-e600 CHA-0-01-1.11.11                    MSK-CHA                 10.22.143.26    AP5130DN        nor    3   99D:17H:21M:44S  -
574   a8ca-7ba9-d460 CHA-0-01-2.1.202                    MSK-CHA                 10.22.143.27    AP5130DN        nor    15  99D:17H:21M:44S  -
575   a8ca-7ba9-dca0 CHA-0-01-2.1.198                    MSK-CHA                 10.22.143.28    AP5130DN        nor    13  99D:17H:21M:41S  -
576   745a-aacf-f2c0 MSK-KNP-APf2c0                      MSK-KNP-CG              10.14.248.133   AP5030DN        nor    0   104D:13H:24M:30S -
577   a8ca-7ba9-dd80 CHA-0-02-2.2.922                    MSK-CHA                 10.22.143.147   AP5130DN        nor    2   99D:17H:21M:52S  -
578   a8ca-7ba9-e340 CHA-0-01-2.1.194                    MSK-CHA                 10.22.143.29    AP5130DN        nor    0   99D:17H:21M:54S  -
579   2cab-0062-5300 MSK-CHA-0-02-2.2.926                MSK-CHA                 10.22.143.30    AP5130DN        nor    10  99D:17H:21M:36S  -
580   2cab-0062-54a0 MSK-CHA-0-02-2.2.924                MSK-CHA                 10.22.143.149   AP5130DN        nor    2   99D:17H:21M:38S  -
581   a8ca-7ba9-d5a0 MSK-CHA-0-01-2.1.200                MSK-CHA                 10.22.143.148   AP5130DN        nor    8   99D:17H:21M:48S  -
582   745a-aacf-ee40 MSK-KNP-APee40                      MSK-KNP-CG              10.14.248.135   AP5030DN        nor    2   104D:13H:24M:37S -
583   745a-aacf-f380 MSK-KNP-APf380                      MSK-KNP-CG              10.14.248.142   AP5030DN        nor    2   104D:13H:24M:22S -
584   a8ca-7ba9-ddc0 MSK-CHA-0-01-2.1.196                MSK-CHA                 10.22.143.25    AP5130DN        nor    19  99D:17H:21M:52S  -
585   a8ca-7ba9-de20 MSK-CHA-0-02-2.2.914                MSK-CHA                 10.22.143.138   AP5130DN        nor    2   99D:17H:21M:30S  -
586   745a-aae4-1a60 MSK-V19-A-12_a12.51-1               MSK-V19                 10.22.148.108   AP5130DN        nor    8   99D:14H:26M:52S  -
587   745a-aae4-1940 MSK-V19-B-08-2                      MSK-V19                 10.22.148.214   AP5130DN        nor    0   99D:14H:26M:43S  -
588   bc62-0e2f-7fa0 MSK-V19-B-04-011_Peregovorka        MSK-V19                 10.22.148.212   AP5030DN        nor    6   99D:14H:26M:45S  -
589   745a-aacf-f7e0 MSK-KNP-APf7e0                      MSK-KNP-CG              10.14.248.132   AP5030DN        nor    0   104D:13H:24M:18S -
590   bc62-0e2f-8fc0 MSK-V19-A-17_reception              MSK-V19                 10.22.148.131   AP5030DN        nor    15  99D:14H:26M:50S  -
591   745a-aacf-fe20 MSK-KNP-APfe20                      MSK-KNP-CG              10.14.248.138   AP5030DN        nor    1   104D:13H:24M:31S -
592   745a-aad0-0500 MSK-KNP-AP0500                      MSK-KNP-CG              10.14.248.136   AP5030DN        nor    1   104D:13H:24M:36S -
593   745a-aacf-eec0 MSK-KNP-APeec0                      MSK-KNP-CG              10.14.248.137   AP5030DN        nor    5   104D:13H:24M:32S -
594   8866-3904-1ea0 MSK-KNP-AP1ea0                      MSK-KNP-CG              10.14.248.130   AP6150DN        nor    3   104D:12H:41M:53S -
595   8866-3904-1ec0 MSK-KNP-AP1ec0                      MSK-KNP-CG              10.14.248.143   AP6150DN        nor    0   104D:12H:41M:51S -
596   8866-3904-1f20 MSK-KNP-AP1f20                      MSK-KNP-CG              10.14.248.139   AP6150DN        nor    1   104D:12H:41M:45S -
597   8866-3904-1f00 MSK-KNP-AP1f00                      MSK-KNP-CG              10.14.248.134   AP6150DN        nor    1   104D:12H:41M:55S -
598   745a-aacf-f320 MSK-KNP-APf320                      MSK-KNP-CG              10.14.248.131   AP5030DN        nor    0   104D:13H:23M:44S -
599   745a-aacf-f180 MSK-KNP-APf180                      MSK-KNP-CG              10.14.248.140   AP5030DN        nor    2   1D:16H:37M:30S   -
600   745a-aacf-e9c0 MSK-CG-DF-Knop-324-e9c0             MSK-KNP-CG              10.14.248.144   AP5030DN        nor    0   104D:12H:15M:33S -
601   745a-aae4-3480 MSK-V19-B-03_D3.3.207-1             MSK-V19                 10.22.148.165   AP5130DN        nor    0   99D:14H:26M:54S  -
602   745a-aae4-3420 MSK-V19-B-03_D3.3.208-1             MSK-V19                 10.22.148.8     AP5130DN        nor    2   99D:14H:26M:56S  -
603   745a-aae4-3460 MSK-V19-B-03_D3.1.94-1              MSK-V19                 10.22.148.223   AP5130DN        nor    2   99D:14H:26M:46S  -
604   745a-aae4-3440 MSK-V19-B-03_D3.1.96-1              MSK-V19                 10.22.148.121   AP5130DN        nor    9   99D:14H:26M:52S  -
605   745a-aae4-3800 MSK-V19-B-03_D3.1.97-1              MSK-V19                 10.22.148.41    AP5130DN        nor    0   99D:14H:26M:55S  -
606   745a-aae4-2880 MSK-V19-B-03_D3.3.210-1             MSK-V19                 10.22.148.199   AP5130DN        nor    2   99D:14H:26M:58S  -
607   745a-aae4-16e0 MSK-V19-B-03_D3.3.206-1             MSK-V19                 10.22.148.115   AP5130DN        nor    5   99D:14H:27M:5S   -
608   745a-aae4-1b20 MSK-V19-B-03_D3.1.93-1              MSK-V19                 10.22.148.208   AP5130DN        nor    0   99D:14H:26M:51S  -
609   745a-aae4-1bc0 MSK-V19-B-03_D3.1.98-1              MSK-V19                 10.22.148.209   AP5130DN        nor    9   99D:14H:26M:51S  -
610   bc62-0e2f-6c00 MSK-KNP-AP6c00                      MSK-KNP-CG              10.14.249.1     AP5030DN        nor    0   104D:13H:23M:42S -
611   745a-aae4-1ae0 MSK-V19-B-11_B11.69-1               MSK-V19                 10.22.148.246   AP5130DN        nor    5   11D:8H:15M:20S   -
612   745a-aacf-f000 MSK-KNP-APf000                      MSK-KNP-CG              10.14.248.141   AP5030DN        nor    1   104D:13H:23M:40S -
613   745a-aae4-1d00 MSK-V19-B-08                        MSK-V19                 10.22.148.166   AP5130DN        nor    1   81D:1H:58M:53S   -
614   745a-aae4-2960 MSK-V19-B-11_B11.75-1               MSK-V19                 10.22.148.205   AP5130DN        nor    0   11D:9H:30M:21S   -
615   745a-aae4-1f00 MSK-V19-B-11_B11.73-1               MSK-V19                 10.22.148.64    AP5130DN        nor    1   11D:9H:30M:21S   -
616   745a-aae4-2060 MSK-V19-B-11_B11.72-1               MSK-V19                 10.22.148.88    AP5130DN        nor    0   11D:9H:30M:20S   -
617   745a-aae4-1880 MSK-V19-B-11_B11.76-1               MSK-V19                 10.22.148.182   AP5130DN        nor    3   99D:14H:27M:30S  -
618   745a-aacf-f5c0 MSK-KNP-APf5c0                      MSK-KNP-CG              10.14.248.129   AP5030DN        nor    1   104D:13H:23M:43S -
619   745a-aae4-1ec0 MSK-V19-B-11_B11.74-1               MSK-V19                 10.22.148.122   AP5130DN        nor    1   11D:8H:15M:18S   -
620   745a-aae4-1fa0 MSK-V19-B-11_B11.71-1               MSK-V19                 10.22.148.148   AP5130DN        nor    0   11D:9H:30M:17S   -
621   745a-aae4-1e60 MSK-V19-A-08-1e60                   MSK-V19                 10.22.148.58    AP5130DN        nor    4   25D:7H:16M:55S   -
622   745a-aacf-f400 MSK-KNP-APf400                      MSK-KNP-CG              10.14.250.73    AP5030DN        nor    1   104D:12H:9M:37S  -
623   04b0-e72d-9a20 MSK-V23-1.237-e72d-9a20             MSK-V23                 -               AP6050DN        fault  0   -                -
624   04b0-e72d-c700 MSK-V23-1.339-e72d-c700             MSK-V19                 -               AP6050DN        fault  0   -                -
625   745a-aad0-0380 MSK-KNP-AP0380                      MSK-KNP-CG              10.14.250.69    AP5030DN        nor    2   104D:12H:9M:18S  -
626   745a-aad0-0180 MSK-KNP-AP0180                      MSK-KNP-CG              10.14.250.70    AP5030DN        nor    0   104D:12H:9M:42S  -
627   8866-3903-d080 NSB-8047-0001-CCC-AP.D080           CCC-Common-Group        100.106.0.103   AP6150DN        nor    0   25D:4H:50M:14S   -
628   745a-aacf-efc0 MSK-KNP-APefc0                      MSK-KNP-CG              10.14.250.74    AP5030DN        nor    0   104D:12H:9M:25S  -
629   bc62-0e2f-8480 MSK-V19-B-06-L                      MSK-V19                 10.22.148.239   AP5030DN        nor    0   23D:5H:30M:4S    -
630   bc62-0e2f-8540 MSK-V19-B-06-12-reception           MSK-V19                 10.22.148.167   AP5030DN        nor    3   89D:4H:4M:31S    -
631   bc62-0e2f-84e0 MSK-V19-B-07-R1                     MSK-V19                 10.22.148.193   AP5030DN        nor    0   99D:14H:27M:19S  -
632   bc62-0e2f-9040 MSK-V19-B-07-008-reception          MSK-V19                 10.22.148.146   AP5030DN        nor    4   89D:4H:7M:43S    -
633   bc62-0e2f-84c0 MSK-V19-A-06_011                    MSK-V19                 10.22.148.162   AP5030DN        nor    0   18D:6H:48M:29S   -
634   745a-aae4-1720 MSK-V19-C-03_C.3.4.84-1             MSK-V19                 10.22.148.84    AP5130DN        nor    2   99D:14H:27M:14S  -
635   8866-3903-dda0 UPO12-B01-FL10-AP-10                MSK-UPO-01-FLXX-ONLY_5G 10.14.2.111     AP6150DN        nor    1   8D:17H:54M:20S   -
636   745a-aacf-fee0 MSK-KNP-APfee0                      MSK-KNP-CG              10.14.249.81    AP5030DN        nor    4   104D:12H:15M:16S -
637   bc62-0e2f-9240 MSK-V19-A-11-02_stol                MSK-V19                 10.22.148.119   AP5030DN        nor    1   89D:5H:28M:38S   -
638   bc62-0e2f-91c0 MSK-V19-A-01_VIP-peregovornaya-smal MSK-V19                 10.22.148.230   AP5030DN        nor    0   99D:14H:27M:22S  -
639   bc62-0e2f-9080 MSK-V19-A-19_A19.17-5               MSK-V19                 10.22.148.157   AP5030DN        nor    3   18D:6H:48M:17S   -
640   745a-aae4-2260 MSK-V19-D-01-2                      MSK-V19                 10.22.148.106   AP5130DN        nor    1   7D:8H:55M:15S    -
641   745a-aae4-1e80 MSK-V19-D-03_VIPsportzal-koridor    MSK-V19+IOT             10.22.148.48    AP5130DN        nor    2   52D:5H:24M:19S   -
642   a8ca-7ba9-e440 MSK-KNO-0-02-2.2.1280               MSK-KNP-CG              10.22.152.146   AP5130DN        nor    2   102D:7H:37M:54S  -
643   745a-aacf-eee0 MSK-KNO-0-01-4.1.386                MSK-KNP-CG              10.22.152.126   AP5030DN        nor    2   102D:7H:37M:53S  -
644   a8ca-7ba9-df20 MSK-KNO-0-02-2.2.1274               MSK-KNP-CG              10.22.152.9     AP5130DN        nor    5   102D:7H:37M:51S  -
645   a8ca-7ba9-d500 MSK-KNO-0-02-2.2.1282               MSK-KNP-CG              10.22.152.10    AP5130DN        nor    3   102D:7H:37M:47S  -
646   a8ca-7ba9-dd40 MSK-KNO-0-02-2.2.1278               MSK-KNP-CG              10.22.152.12    AP5130DN        nor    7   102D:7H:37M:55S  -
647   a8ca-7ba9-e2a0 MSK-KNO-0-03-4.3.194                MSK-KNP-CG              10.22.152.18    AP5130DN        nor    3   102D:7H:37M:25S  -
648   a8ca-7ba9-d9a0 MSK-KNO-0-04-4.2.392                MSK-KNP-CG              10.22.152.150   AP5130DN        nor    6   102D:7H:37M:55S  -
649   a8ca-7ba9-d3a0 MSK-KNO-0-01-4.1.390                MSK-KNP-CG              10.22.152.134   AP5130DN        nor    1   102D:7H:37M:48S  -
650   a8ca-7ba9-dd60 MSK-KNO-0-04-4.2.394                MSK-KNP-CG              10.22.152.127   AP5130DN        nor    0   23D:8H:33M:33S   -
651   745a-aacf-ef80 MSK-KNO-0-03-4.3.196                MSK-KNP-CG              10.22.152.15    AP5030DN        nor    1   102D:7H:37M:35S  -
652   a8ca-7ba9-dde0 MSK-KNO-0-04-4.2.386                MSK-KNP-CG              10.22.152.14    AP5130DN        nor    1   102D:7H:37M:50S  -
653   745a-aacf-ef20 MSK-KNO-0-01-4.1.392                MSK-KNP-CG              10.22.152.147   AP5030DN        nor    1   102D:7H:37M:51S  -
654   a8ca-7ba9-e2e0 MSK-KNO-0-04-4.2.390                MSK-KNP-CG              10.22.152.136   AP5130DN        nor    7   102D:7H:37M:54S  -
655   745a-aacf-f2e0 MSK-KNO-0-04-4.2.388                MSK-KNP-CG              10.22.152.2     AP5030DN        nor    1   102D:7H:37M:47S  -
656   745a-aacf-f0e0 MSK-KNO-0-01-4.1.388                MSK-KNP-CG              10.22.152.144   AP5030DN        nor    3   102D:7H:38M:42S  -
657   a8ca-7ba9-dea0 MSK-KNO-0-02-2.2.1276               MSK-KNP-CG              10.22.152.131   AP5130DN        nor    1   102D:7H:38M:44S  -
658   a8ca-7ba9-dec0 MSK-KNO-0-02-2.2.1284               MSK-KNP-CG              10.22.152.149   AP5130DN        nor    1   102D:7H:38M:37S  -
659   a8ca-7ba9-d8e0 MSK-KNO-0-01-4.1.394                MSK-KNP-CG              10.22.152.20    AP5130DN        nor    2   102D:7H:38M:34S  -
660   745a-aacf-ff60 MSK-KNP-APff60                      MSK-KNP-CG              10.14.249.68    AP5030DN        nor    0   104D:12H:15M:39S -
661   745a-aae4-1d40 MSK-V19-A-10-012_A10-5              MSK-V19                 10.22.148.231   AP5130DN        nor    0   99D:14H:28M:20S  -
662   8866-3903-ea40 MSK-CG-Suschevskaya_20-FL03-AP02    MSK-CG                  25.32.20.152    AP6150DN        nor    3   16D:2H:10M:15S   -
663   745a-aae4-4900 MSK-V19-A-08-4900                   MSK-V19                 10.22.148.163   AP5130DN        nor    5   99D:14H:28M:14S  -
664   bc62-0e2f-6be0 MSK-KNP-AP6be0                      MSK-KNP-CG              10.14.249.194   AP5030DN        nor    0   104D:11H:41M:18S -
665   745a-aacf-ec80 MSK-KNP-APec80                      MSK-KNP-CG              10.14.249.79    AP5030DN        nor    1   104D:12H:15M:24S -
666   745a-aacf-f1e0 MSK-KNP-APf1e0                      MSK-KNP-CG              10.14.249.196   AP5030DN        nor    5   104D:11H:40M:43S -
667   745a-aae4-1e20 MSK-V19-A-10-008_A10-8              MSK-V19                 10.22.148.242   AP5130DN        nor    0   57D:8H:23M:45S   -
668   bc62-0e2f-8e20 MSK-KNP-AP8e20                      MSK-KNP-CG              10.14.249.66    AP5030DN        nor    0   104D:12H:15M:46S -
669   745a-aae4-1f60 MSK-V19-A-10-011_A10-4              MSK-V19                 10.22.148.51    AP5130DN        nor    0   99D:14H:28M:24S  -
670   745a-aacf-ffa0 MSK-KNP-APffa0                      MSK-KNP-CG              10.14.249.84    AP5030DN        nor    5   104D:12H:15M:22S -
671   745a-aacf-ecc0 MSK-KNP-APecc0                      MSK-KNP-CG              10.14.249.195   AP5030DN        nor    2   104D:11H:40M:55S -
672   745a-aae4-1d80 MSK-V19-C-03_C.3.4.63-1             MSK-V19                 10.22.148.91    AP5130DN        nor    0   25D:3H:46M:11S   -
673   745a-aae4-48e0 MSK-V19-C-03_C.3.4.83-1             MSK-V19                 10.22.148.52    AP5130DN        nor    0   99D:14H:28M:30S  -
674   745a-aae4-1e40 MSK-V19-C-03_C.3.4.66-1             MSK-V19                 10.22.148.116   AP5130DN        nor    0   99D:14H:28M:31S  -
675   745a-aacf-f3e0 MSK-KNP-APf3e0                      MSK-KNP-CG              10.14.249.193   AP5030DN        nor    1   104D:11H:41M:15S -
676   745a-aae4-1d20 MSK-V19-C-03_C.3.4.82-1             MSK-V19                 10.22.148.35    AP5130DN        nor    1   99D:14H:28M:22S  -
677   745a-aacf-fd20 MSK-KNP-APfd20                      MSK-KNP-CG              10.14.250.76    AP5030DN        nor    3   104D:12H:9M:28S  -
678   745a-aae4-35e0 MSK-V19-C-03_C.3.4.85-1             MSK-V19                 10.22.148.221   AP5130DN        nor    0   99D:14H:28M:26S  -
679   745a-aae4-3340 MSK-V19-C-03_C.3.4.65-1             MSK-V19                 10.22.148.17    AP5130DN        nor    1   25D:3H:46M:4S    -
680   745a-aae4-4520 MSK-V19-C-03_C.3.4.71-1             MSK-V19                 10.22.148.57    AP5130DN        nor    0   25D:3H:46M:2S    -
681   745a-aae4-1960 MSK-V19-C-03_C.3.4.72-1             MSK-V19                 10.22.148.16    AP5130DN        nor    1   99D:14H:28M:25S  -
682   a8ca-7bb8-1040 MSK-V19-D-04-011_F4.53-2            MSK-V19                 10.22.148.65    AP5030DN        nor    6   8D:11H:34M:26S   -
683   745a-aae4-35c0 MSK-V19-C-03_C.3.4.81-1             MSK-V19                 10.22.148.60    AP5130DN        nor    0   25D:3H:46M:11S   -
684   745a-aae4-4640 MSK-V19-C-03_C.3.4.80-1             MSK-V19                 10.22.148.73    AP5130DN        nor    0   25D:3H:46M:52S   -
685   745a-aae4-4540 MSK-V19-C-03_C.3.4.68-1             MSK-V19                 10.22.148.102   AP5130DN        nor    0   25D:3H:46M:44S   -
686   745a-aae4-1860 MSK-V19-A-16_A.16.27-1              MSK-V19                 10.22.148.155   AP5130DN        nor    0   99D:14H:28M:26S  -
687   745a-aae4-47c0 MSK-V19-A-16_A.16.26-1              MSK-V19                 10.22.148.54    AP5130DN        nor    0   99D:14H:28M:24S  -
688   745a-aae4-4800 MSK-V19-A-16_A.16.25-1              MSK-V19                 10.22.148.75    AP5130DN        nor    0   99D:14H:28M:33S  -
689   745a-aae4-45a0 MSK-V19-A-16_A.16.24-1              MSK-V19                 10.22.148.202   AP5130DN        nor    0   99D:14H:28M:46S  -
690   a8ca-7ba9-e500 MSK-V19-D-03_D3.2.80-1              MSK-V19                 10.22.148.95    AP5130DN        nor    1   99D:14H:28M:42S  -
691   745a-aae4-4ac0 MSK-V19-D-02-Sport-Koridor          MSK-V19                 10.22.148.107   AP5130DN        nor    0   99D:14H:28M:54S  -
692   745a-aae4-49a0 MSK-V19-D-03_D3.2.82-1              MSK-V19                 10.22.148.123   AP5130DN        nor    0   99D:14H:28M:48S  -
693   745a-aae4-4940 MSK-V19-D-03_D3.2.83-1              MSK-V19                 10.22.148.113   AP5130DN        nor    0   99D:14H:28M:50S  -
694   745a-aae4-4560 MSK-V19-D-03_D3.2.85-1              MSK-V19                 10.22.148.19    AP5130DN        nor    3   99D:14H:28M:47S  -
695   a8ca-7bb8-2060 MSK-V19-B-09-006                    MSK-V19                 10.22.148.87    AP5030DN        nor    1   89D:4H:12M:28S   -
696   bc62-0e2f-8040 MSK-KNP-AP8040                      MSK-KNP-CG              10.14.250.65    AP5030DN        nor    0   104D:12H:9M:20S  -
697   bc62-0e2f-8a80 MSK-KNP-AP8a80                      MSK-KNP-CG              10.14.249.83    AP5030DN        nor    0   104D:11H:38M:9S  -
698   a8ca-7bb8-1fa0 MSK-V19-B-04-008                    MSK-V19                 10.22.148.49    AP5030DN        nor    1   28D:5H:45M:58S   -
699   745a-aae4-3160 MSK-V19-C-02_D2.4.195-1             MSK-V19                 10.22.148.211   AP5130DN        nor    0   3D:5H:39M:43S    -
700   745a-aae4-3300 MSK-V19-C-02_D2.4.175-1             MSK-V19                 10.22.148.66    AP5130DN        nor    2   99D:14H:29M:6S   -
701   745a-aae4-2820 MSK-V19-C-02_D2.4.171-1             MSK-V19                 10.22.148.109   AP5130DN        nor    0   99D:14H:29M:1S   -
702   a8ca-7ba9-e800 MSK-V19-C-02_D2.4.191-1             MSK-V19                 10.22.148.14    AP5130DN        nor    0   99D:14H:29M:16S  -
703   745a-aae4-2ee0 MSK-VOLG32-3.20.1-aae4-2ee0         MSK-VOL32               10.22.18.208    AP5130DN        nor    14  99D:13H:39M:37S  -
704   745a-aacf-edc0 MSK-KNP-APedc0                      MSK-KNP-CG              10.14.250.67    AP5030DN        nor    1   104D:11H:38M:29S -
705   88cf-9883-dce0 MSK-V19-C-02_D2.4.174-1             MSK-V19                 10.22.148.104   AP5130DN        nor    0   99D:14H:29M:10S  -
